서울/경기,시/군/구,동,번지,사업장명,영업상태,개업일자,폐업일자,X좌표값,Y좌표값
서울특별시,도봉구,창동,659-5,스타벅스쌍문역점,영업,201312,203001,203008.3503,460663.6682
서울특별시,중구,충무로1가,25-52,스타벅스 명동역,영업,201301,203001,198437.6434,450953.928
서울특별시,중구,을지로2가,6,스타벅스 을지로내외빌딩R점,영업,201704,203001,198477.5172,451579.6342
서울특별시,용산구,한남동,36-7,스타벅스한남동R점,영업,201607,203001,200896.2084,448060.5027
서울특별시,용산구,용산동5가,24,스타벅스 용산파크타워점,영업,201701,203001,197338.9151,446893.4844
서울특별시,용산구,동자동,45,스타벅스커피 서울역동자동점,영업,201403,203001,197563.0698,449934.1578
서울특별시,용산구,한강로2가,420,스타벅스용산역써밋R점,영업,201802,203001,196861.3509,447226.7205
서울특별시,용산구,동빙고동,10-8,스타벅스동빙고점,영업,200808,203001,199205.4179,447415.0761
서울특별시,중구,무교동,45,스타벅스 무교동점,영업,200203,203001,198055.2101,451729.379
서울특별시,용산구,이촌동,300-20,스타벅스이촌점,영업,201709,203001,197921.8479,446264.3411
서울특별시,용산구,이촌동,302-60,스타벅스 동부이촌동점,영업,201205,203001,197194.5335,446539.644
서울특별시,용산구,청파동3가,111-35,스타벅스숙대점,영업,199803,203001,197035.084,449151.7622
서울특별시,용산구,효창동,13-2,스타벅스효창공원앞역점,영업,201911,203001,,
서울특별시,용산구,한강로3가,16-9,스타벅스 용산전자랜드점,영업,202111,203001,196370.7464,447841.6988
서울특별시,용산구,동자동,56,스타벅스 포포인츠서울역점,영업,202111,203001,197525.4073,449844.3198
서울특별시,용산구,서계동,219-17,스타벅스 서울역서부점,영업,202006,203001,197142.9508,450296.5892
서울특별시,강남구,역삼동,858,스타벅스 강남역신분당역사점,영업,202205,203001,202422.2517,443872.4845
서울특별시,강남구,논현동,164-7,스타벅스 강남논현점,영업,202112,203001,201996.425,445069.98
서울특별시,용산구,원효로1가,133-3,스타벅스용산리첸시아점,영업,202007,203001,197045.8495,448447.559
서울특별시,도봉구,창동,650-45,스타벅스쌍문도봉로점,영업,202104,203001,202855.4503,460322.9522
서울특별시,용산구,동자동,43-205,스타벅스 서울역사점,영업,202104,203001,197373.8399,450014.5379
서울특별시,중구,무교동,32-2,스타벅스 무교로점,영업,202010,203001,198068.0599,451666.7326
서울특별시,중구,을지로4가,323,스타벅스 을지로4가역점,영업,201911,203001,199693.3027,451535.8673
서울특별시,중구,남대문로4가,45,스타벅스 대한상공회의소R점,영업,201905,203001,197620.6489,450919.8743
서울특별시,용산구,한강로3가,63-70,스타벅스용산해링턴스퀘어점,영업,202012,203001,,
서울특별시,용산구,이태원동,127-6,스타벅스이태원역점,영업,201809,203001,199472.627,448007.9612
서울특별시,서초구,서초동,1365-23,스타벅스 서초구청점,영업,201801,203001,202591.5852,442462.7064
서울특별시,중구,다동,111,스타벅스 을지로국제빌딩점,영업,201707,203001,198365.141,451631.1876
서울특별시,중구,충무로1가,52-5,스타벅스 신세계본점 5F,영업,201705,203001,198263.9084,450960.763
서울특별시,성동구,하왕십리동,1070-3,스타벅스 상왕십리역점,영업,201701,203001,202407.0875,451424.1977
서울특별시,중구,남대문로5가,526,스타벅스 대우재단빌딩점,영업,201705,203001,197738.779,450468.9431
서울특별시,성북구,하월곡동,89-7,스타벅스 미아점,영업,201704,203001,202521.2098,456141.6308
서울특별시,중구,남대문로5가,84-11,스타벅스 연세세브란스점,영업,201608,203001,197612.9951,450539.8577
서울특별시,중구,을지로2가,88-5,스타벅스 을지로2가점,영업,201605,203001,,
서울특별시,중구,충무로1가,54,스타벅스 신세계본점6F,영업,201605,203001,198253.896,450905.2845
서울특별시,서초구,신원동,205-1,스타벅스 청계산입구역점,영업,201603,203001,,
서울특별시,중구,삼각동,115,스타벅스 을지로경기빌딩,영업,201510,203001,198448.8484,451658.3045
서울특별시,서초구,양재동,14-4,스타벅스  양재역점,영업,201409,203001,203189.7761,442243.6914
서울특별시,서초구,반포동,748-1,스타벅스커피 신논현역점,영업,201404,203001,202020.5407,444789.8017
서울특별시,서초구,서초동,1327-29,스타벅스 서초파라곤점,영업,201401,203001,202355.1981,443637.8891
서울특별시,서초구,서초동,1303-16,스타벅스커피 강남에비뉴,영업,201303,203001,202044.6291,444504.1128
서울특별시,중구,소공동,70,스타벅스 소공로점,영업,201301,203001,198232.0039,451276.3073
서울특별시,중구,을지로1가,50,스타벅스 서울시청점,영업,201204,203001,198160.4203,451559.1843
서울특별시,중구,을지로2가,204,스타벅스 을지로삼화타워,영업,201203,203001,198591.4875,451623.0202
서울특별시,서초구,서초동,1439-14,스타벅스 서초동점,영업,201112,203001,201837.5694,442638.7807
서울특별시,성동구,금호동4가,1483,스타벅스 금호역점,영업,201912,203001,201284.6117,449529.8716
서울특별시,성동구,성수동1가,656-335,스타벅스 서울숲역점,영업,201911,203001,203903.3536,448846.8202
서울특별시,중구,회현동1가,206,스타벅스 회현역점,영업,201107,203001,198219.4753,450761.4438
서울특별시,성동구,성수동1가,14-33,스타벅스 뚝섬역점,영업,201711,203001,204270.5772,449354.5236
서울특별시,중구,서소문동,57-9,스타벅스 서소문배재,영업,201107,203001,197470.5355,451184.5912
서울특별시,성동구,성수동2가,315-71,스타벅스 성수,영업,202202,203001,204827.4331,449134.9947
서울특별시,중구,순화동,1-170,스타벅스 KG타워점,폐업,201102,20230,197214.2058,451259.6719
서울특별시,중구,남대문로5가,120-0,스타벅스 남산단암점,영업,200909,203001,197761.3527,450694.3175
서울특별시,서초구,양재동,4-3,스타벅스 영동2교점,영업,200903,203001,203697.9224,442204.6013
서울특별시,서초구,서초동,1318-8,스타벅스 몬테소리점,영업,200710,203001,202305.7023,444007.8968
서울특별시,서초구,서초동,1327-5,스타벅스 강남삼성타운점,영업,200707,203001,202381.682,443713.8777
서울특별시,중구,순화동,151,스타벅스순화동더?점,영업,200706,203001,197462.1988,450878.2118
서울특별시,성동구,옥수동,262-1,스타벅스 옥수,영업,202109,203001,201110.397,448968.7953
서울특별시,중구,소공동,87-1,스타벅스 환구단점,영업,200510,203001,198172.1511,451350.9692
서울특별시,서초구,양재동,215-0,스타벅스 하이브랜드점,영업,200503,203001,203204.7556,440136.7812
서울특별시,중구,남대문로5가,9-1,스타벅스 숭례문점,영업,200403,203001,197572.6089,450733.2113
서울특별시,중구,서소문동,135,스타벅스 퍼시픽 타워점,영업,200310,203001,197546.5912,451007.2804
서울특별시,중구,태평로2가,69-7,스타벅스 태평로점,영업,200204,203001,197881.0821,451134.9937
서울특별시,광진구,군자동,236,스타벅스 어린이대공원역점,영업,201901,203001,206677.2816,449966.4181
서울특별시,광진구,자양동,227-7,스타벅스 건대스타씨티점,영업,200703,203001,206349.675,448396.9397
서울특별시,광진구,광장동,329-1,스타벅스커피 광나루점,영업,201308,203001,209301.8924,449461.5371
서울특별시,광진구,자양동,779,스타벅스커피 자양사거리점,영업,201501,203001,207202.1366,448365.6601
서울특별시,광진구,군자동,478-5,스타벅스커피 군자역점,영업,201404,203001,206896.6972,450515.5757
서울특별시,광진구,자양동,507-6,스타벅스(자양점),폐업,200604,20230,206043.3588,448141.6654
서울특별시,광진구,화양동,5-47,스타벅스 건대입구점,영업,200503,203001,206182.1106,448717.8934
서울특별시,서대문구,대현동,45-8,스타벅스 이대역점,영업,202212,203001,195196.1406,450535.1987
서울특별시,광진구,화양동,111-12,스타벅스건대후문,영업,202201,203001,206469.2104,449306.2207
서울특별시,광진구,자양동,227-7,스타벅스 자양이마트점,영업,202008,203001,206349.675,448396.9397
서울특별시,광진구,중곡동,649-4,스타벅스군자사거리점,영업,202104,203001,206899.7836,450618.3636
서울특별시,광진구,구의동,200-2,스타벅스올림픽대교북단점,영업,201709,203001,208353.0818,448772.0878
서울특별시,동대문구,회기동,346-18,스타벅스커피 회기역사거리점,영업,201405,203001,204881.3132,454280.0406
서울특별시,동대문구,이문동,305-60,스타벅스외대점,영업,200508,203001,205353.6245,454828.6061
서울특별시,강남구,대치동,996-1,스타벅스 삼성역점,영업,202206,203001,205720.2606,445222.4498
서울특별시,관악구,봉천동,927-5,스타벅스 봉천역점,영업,202204,203001,194825.7446,442206.8933
서울특별시,은평구,진관동,2-8,스타벅스 진관DT점,영업,202204,203001,194292.7828,460868.3027
서울특별시,강동구,천호동,431-4,스타벅스 천호사거리점,영업,202007,203001,210830.1344,448618.9908
서울특별시,강동구,명일동,353-2,스타벅스 굽은다리역점,영업,202005,203001,212594.4291,449246.8776
서울특별시,마포구,망원동,205-5,스타벅스 망원한강공원점,영업,202111,203001,190871.2321,450149.7346
서울특별시,강남구,삼성동,159,스타벅스 코엑스 별마당점,영업,202004,203001,205130.5917,445590.0968
서울특별시,은평구,대조동,15-9,스타벅스 불광역점,영업,201906,203001,193776.4135,456347.1316
서울특별시,성북구,길음동,20-1,스타벅스현대미아점,영업,200704,203001,202466.8011,456227.5717
서울특별시,관악구,봉천동,856-6,스타벅스 관악서울대입구R점,영업,201905,203001,195749.8078,441904.518
서울특별시,성북구,성북동1가,35-1,스타벅스 한성대입구역점,영업,201112,203001,200362.9989,454081.3418
서울특별시,강동구,암사동,441-12,스타벅스 강동암사DT,영업,201902,203001,211419.2273,450316.3871
서울특별시,성북구,길음동,25-2,스타벅스 미아이마트점,영업,201909,203001,202555.3009,456503.0662
서울특별시,중구,충무로5가,90,스타벅스 동국대점,영업,201805,203001,199797.9621,451014.4533
서울특별시,송파구,신천동,7-30,스타벅스 잠실대교 남단R점,영업,201703,203001,208688.1551,445954.1766
서울특별시,은평구,갈현동,395-6,스타벅스 연신내점,영업,201702,203001,192859.3413,457545.7936
서울특별시,관악구,봉천동,861-6,스타벅스 서울대역점,영업,201612,203001,195699.0482,442163.0961
서울특별시,강동구,천호동,447-17,스타벅스 강동역점,영업,201608,203001,211712.4293,448270.9577
서울특별시,관악구,봉천동,1657-3,스타벅스 낙성대DT점,영업,201607,203001,196846.6127,441555.9467
서울특별시,성북구,종암동,3-686,스타벅스종암점,영업,201510,203001,202932.3846,455431.2683
서울특별시,강남구,삼성동,157-36,스타벅스커피 포스코사거리점,영업,201602,203001,205009.5644,445042.3254
서울특별시,성북구,안암동5가,92,스타벅스 안암역점,영업,201209,203001,202644.6523,453759.8867
서울특별시,중구,명동2가,85-5,스타벅스커피 명동입구,영업,201511,203001,198362.9933,451212.6208
서울특별시,중구,충무로2가,7-1,스타벅스 명동길점,영업,201511,203001,198682.2617,451086.6679
서울특별시,중구,충무로1가,21-1,스타벅스 서울중앙우체국점,영업,201510,203001,198346.5368,451039.715
서울특별시,은평구,진관동,100-6,스타벅스 구파발역점,영업,201507,203001,,
서울특별시,중구,명동2가,2-8,스타벅스 명동중앙로,영업,201504,203001,198671.6278,451253.6425
서울특별시,중구,명동2가,2-16,스타벅스 명동 중앙로,영업,201504,203001,198674.6736,451271.2187
서울특별시,강동구,길동,378-3,스타벅스커피 길동역점,영업,201406,203001,212307.2402,448505.0944
서울특별시,성북구,종암동,29-10,스타벅스 종암DT점,영업,201805,203001,203117.2825,454401.3604
서울특별시,중구,을지로2가,199-33,스타벅스 명동메트로,영업,201405,203001,198492.8019,451427.349
서울특별시,강동구,천호동,455-4,스타벅스 천호이마트점,영업,201402,203001,210996.4586,448531.8709
서울특별시,송파구,송파동,7-4,스타벅스 석촌호수점,영업,201312,203001,209228.4857,445247.3169
서울특별시,성북구,돈암동,625-2,스타벅스 길음역점,영업,201911,203001,202166.019,455524.3515
서울특별시,강동구,상일동,373-1,스타벅스 상일동점,영업,201310,203001,,
서울특별시,성북구,동선동2가,134,스타벅스 성신여대정문,영업,201606,203001,201602.5906,454276.693
서울특별시,중구,을지로2가,198,스타벅스 을지로한국빌딩,영업,201104,203001,198459.6563,451484.997
서울특별시,강동구,성내동,62-4,스타벅스 천호역점,영업,200905,203001,210921.8374,448409.2657
서울특별시,관악구,신림동,1432-71,스타벅스 신림점,영업,200903,203001,193665.7688,442658.667
서울특별시,서대문구,대현동,11-1,스타벅스이대이씨씨(ECC)점,영업,200804,203001,195287.7664,451143.7893
서울특별시,서대문구,충정로2가,191,스타벅스 경기대점,영업,200605,203001,196801.6616,451267.8097
서울특별시,송파구,잠실동,40-0,스타벅스 갤러리아 팰리스점,영업,200503,203001,208233.927,445435.2576
서울특별시,중구,필동2가,19-1,스타벅스 대한극장점,영업,200112,203001,199519.6498,450977.2505
서울특별시,성북구,장위동,143-38,스타벅스 장위뉴타운점,영업,202106,203001,204478.0069,457291.2989
서울특별시,강북구,번동,418-17,스타벅스수유역점,영업,200410,203001,202262.0644,459520.7057
서울특별시,강북구,미아동,121-19,스타벅스 미아역점,영업,201204,203001,202280.2302,458199.6442
서울특별시,강북구,미아동,812-2,스타벅스 미아뉴타운점,영업,201610,203001,201794.7913,457341.5632
서울특별시,강북구,수유동,174-13,스타벅스커피 강북구청 사거리점,영업,201508,203001,202345.4044,459741.244
서울특별시,강북구,우이동,346,스타벅스 파라스파라서울점,영업,202108,203001,200704.5398,462416.3928
서울특별시,강동구,강일동,723,스타벅스 강일역점,영업,202207,203001,215259.7907,450595.4199
서울특별시,구로구,신도림동,692,스타벅스커피 현대디큐브 B2,영업,201108,203001,190107.0454,445157.6264
서울특별시,강동구,길동,457-4,스타벅스 천호대로길동점,영업,202009,203001,212059.9737,448068.6036
서울특별시,서초구,방배동,444-7,스타벅스커피 사당로데오점,영업,201509,203001,198353.8211,441680.7758
서울특별시,서초구,방배동,3000-1,스타벅스커피 이수역점,영업,201407,203001,198409.5547,442707.3837
서울특별시,노원구,공릉동,653-8,스타벅스 태릉입구역DT점,영업,202105,203001,206931.053,457432.6951
서울특별시,은평구,응암동,96-1,스타벅스 은평구청입구점,영업,201405,203001,193475.5671,455434.5453
서울특별시,은평구,불광동,308-1,스타벅스 연신내역사거리점,영업,201711,203001,193035.2791,457365.9117
서울특별시,은평구,진관동,65,스타벅스 구파발사거리,영업,201801,203001,,
서울특별시,은평구,대조동,224-15,스타벅스 구산역점,영업,201206,203001,192665.7816,456617.6642
서울특별시,성동구,도선동,58-1,스타벅스 왕십리역점,영업,201504,203001,202932.382,451169.5243
서울특별시,은평구,응암동,90-1,스타벅스은평이마트점,영업,200510,203001,192882.8377,455340.5406
서울특별시,성동구,행당동,31-4,스타벅스-한양대점,영업,200104,203001,203655.6456,450556.3843
서울특별시,성동구,행당동,267-23,스타벅스 왕십리역9번출구,영업,202211,203001,203046.421,450918.935
서울특별시,서대문구,북아현동,149,스타벅스 아현역점,영업,201706,203001,,
서울특별시,영등포구,영등포동7가,47-3,스타벅스 영등포시장역점,영업,202204,203001,191518.7556,446809.6327
서울특별시,서대문구,충정로3가,470,스타벅스 충정로역점,영업,201202,203001,196662.3352,450999.9
서울특별시,영등포구,양평동5가,64-1,스타벅스 선유도역1번출구점,영업,202103,203001,190530.3535,448453.6168
서울특별시,서대문구,충정로3가,464,스타벅스충정타워,영업,201007,203001,196752.764,450838.5976
서울특별시,영등포구,영등포동6가,1-14,스타벅스 영등포시장교차로점,영업,202103,203001,191482.3878,446475.7663
서울특별시,성동구,성수동2가,281-20,스타벅스  성수낙낙점,영업,202009,203001,205784.4456,449451.9862
서울특별시,노원구,월계동,633-31,스타벅스 월계역점,영업,202002,203001,,
서울특별시,영등포구,영등포동4가,442,스타벅스타임스퀘어R점,영업,201910,203001,191385.0574,446098.5559
서울특별시,서대문구,대현동,54-4,스타벅스 이대R점,영업,199907,203001,195155.2739,450692.2335
서울특별시,노원구,상계동,372-16,스타벅스상계초교사거리점,영업,201904,203001,205793.6276,461589.2557
서울특별시,노원구,월계동,333-1,스타벅스 월계트레이더스점,영업,201903,203001,205391.0704,458333.9892
서울특별시,노원구,공릉동,597-34,스타벅스 공릉DT점,영업,201806,203001,206492.09,457601.6208
서울특별시,관악구,신림동,564-12,스타벅스 신림DT점,영업,201801,203001,191828.7797,442094.3295
서울특별시,노원구,상계동,694,스타벅스노원마들역점,영업,201709,203001,204957.5624,462039.1075
서울특별시,성동구,성수동2가,317-20,스타벅스 성수역점,영업,201707,203001,204962.6586,448995.7614
서울특별시,노원구,공릉동,379-27,스타벅스공릉역점,영업,201707,203001,206312.6943,458229.345
서울특별시,성동구,하왕십리동,700,스타벅스 황학사거리점,영업,201704,203001,,
서울특별시,서대문구,홍제동,301-19,스타벅스 홍제역점,영업,201703,203001,194977.3988,454045.3965
서울특별시,영등포구,영등포동8가,35-1,스타벅스영등포KT점,영업,201612,203001,191536.0371,447172.0534
서울특별시,영등포구,양평동4가,2,스타벅스(선유동이레빌딩점),영업,201603,203001,190834.8799,447975.9314
서울특별시,성동구,행당동,168-200,스타벅스엔터식스점,영업,201305,203001,,
서울특별시,노원구,상계동,712,스타벅스 노원역점,영업,201303,203001,205226.6368,461377.8231
서울특별시,노원구,월계동,333-1,스타벅스월계이마트점,영업,201301,203001,205391.0704,458333.9892
서울특별시,노원구,상계동,763-3,스타벅스중계역점,영업,201212,203001,205415.9763,460644.6394
서울특별시,노원구,상계동,723,스타벅스 노원케이티(KT)점,영업,201207,203001,205550.9084,461343.0622
서울특별시,노원구,월계동,410-1,스타벅스광운대점,영업,201204,203001,205285.166,457869.1451
서울특별시,영등포구,영등포동3가,2-21,스타벅스커피 코리아 영등포본동점,영업,201007,203001,191935.8472,446275.9613
서울특별시,영등포구,영등포동4가,434-5,스타벅스신세계타임스퀘어B2점,영업,201006,203001,191581.5003,446108.8072
서울특별시,영등포구,영등포동4가,434-5,스타벅스신세계타임스퀘어1F점,영업,200908,203001,191581.5003,446108.8072
서울특별시,성동구,성수동2가,333-16,스타벅스 성수이마트점,폐업,200812,20230,204614.2727,448607.4413
서울특별시,노원구,중계동,360-6,스타벅스 은행사거리점,영업,200802,203001,206636.1084,460903.983
서울특별시,마포구,동교동,165-1,스타벅스 홍대역8번출구점,영업,202101,203001,193229.0925,450500.6866
서울특별시,마포구,상암동,1647,스타벅스상암디지털큐브점,영업,201503,203001,190144.1432,452658.5259
서울특별시,마포구,동교동,159-1,스타벅스커피홍대역,영업,201310,203001,193185.6339,450550.6759
서울특별시,마포구,상암동,1597,스타벅스커피상암사보이시티,영업,201605,203001,190086.6254,453231.4277
서울특별시,마포구,신수동,63-14,스타벅스커피서강대점,영업,201406,203001,194432.4475,450033.1213
서울특별시,마포구,상암동,1603,스타벅스커피 상암MBC점,영업,201406,203001,190282.7592,453213.1985
서울특별시,마포구,동교동,205-6,스타벅스커피동교점,영업,201307,203001,192861.0646,450513.2473
서울특별시,마포구,용강동,112-2,스타벅스마포용강동점,영업,201810,203001,194830.0064,448772.7949
서울특별시,마포구,합정동,472,스타벅스커피합정,영업,201606,203001,192171.2354,449751.487
서울특별시,마포구,도화동,50-1,스타벅스마포일진빌딩점,영업,200809,203001,195189.0438,448689.2062
서울특별시,마포구,서교동,475-13,(주)스타벅스커피코리아 망원역점,영업,201012,203001,192045.4279,450395.2447
서울특별시,마포구,상암동,1654,스타벅스상암DMC점,영업,200710,203001,190268.3507,452810.7427
서울특별시,마포구,신수동,1-1,스타벅스 서강대프라자점,영업,201910,203001,194564.2772,449886.7004
서울특별시,마포구,상암동,1607,스타벅스 상암YTN점,영업,201904,203001,190417.7464,452995.2772
서울특별시,마포구,서교동,490,스타벅스 합정폴리스R,영업,201805,203001,192311.6426,449855.6439
서울특별시,마포구,대흥동,111-1,스타벅스커피 서강대흥역,영업,201611,203001,194765.4466,449557.8423
서울특별시,마포구,공덕동,254-8,스타벅스공덕,영업,201801,203001,195775.0185,449299.5214
서울특별시,양천구,목동,908-34,스타벅스커피목동5단지점,영업,201305,203001,189519.8625,448282.2561
서울특별시,양천구,목동,406-4,스타벅스목동오목로점,영업,201609,203001,188301.0806,447086.728
서울특별시,양천구,신정동,319-23,스타벅스목동8단지점,영업,201612,203001,188335.8559,446489.6747
서울특별시,양천구,신월동,205-48,스타벅스신월IC DT점,영업,201507,203001,185099.9627,447489.5342
서울특별시,양천구,목동,404-13,스타벅스 오목교역점,영업,201507,203001,189031.8299,446838.0867
서울특별시,양천구,목동,907-4,스타벅스 목동점,영업,200407,203001,189197.5061,448244.5232
서울특별시,양천구,목동,917,스타벅스커피목동파라곤점,영업,201010,203001,188895.8441,447480.9796
서울특별시,양천구,목동,923,스타벅스커피 목동7단지점,영업,201411,203001,188494.599,447318.6605
서울특별시,양천구,목동,907-18,스타벅스 목동파리공원점,영업,201910,203001,189224.6847,448126.3704
서울특별시,양천구,목동,917-6,스타벅스 목동행복한점,영업,201808,203001,188977.1711,447466.355
서울특별시,양천구,목동,962,스타벅스 목동트라팰리스점,영업,202007,203001,188472.7592,447091.856
서울특별시,양천구,목동,602-2,스타벅스 등촌역점,영업,201810,203001,188272.4726,449639.4848
서울특별시,강서구,마곡동,801-2,스타벅스 발산역사거리점,영업,201909,203001,185344.2089,450697.1785
서울특별시,중구,남대문로4가,17-19,스타벅스 숭례문북창점,영업,201810,203001,197895.4912,451035.703
서울특별시,강서구,화곡동,772-67,스타벅스 화곡DT점,영업,201610,203001,187838.2316,448093.6329
서울특별시,강서구,등촌동,678-14,스타벅스커피 발산역점,영업,201402,203001,185732.4244,450884.5288
서울특별시,강서구,염창동,282-23,스타벅스커피 염창역점,영업,201312,203001,188843.429,449461.1525
서울특별시,강서구,화곡동,1170,스타벅스 강서우장산점,영업,202207,203001,185432.7672,449342.4335
서울특별시,강서구,화곡동,343-1,스타벅스커피 까치산역점,영업,201209,203001,186327.695,447795.9403
서울특별시,강서구,등촌동,73-1,스타벅스 가양역점,영업,201703,203001,186966.0362,451047.2873
서울특별시,강서구,방화동,293-4,스타벅스 방화DT,영업,201712,203001,183704.3002,452482.3973
서울특별시,강서구,화곡동,1073-10,스타벅스커피 화곡동점,영업,201503,203001,185574.9372,448716.2747
서울특별시,강서구,내발산동,668,스타벅스 내발산점,영업,202111,203001,185487.6418,450280.8586
서울특별시,강서구,등촌동,628-9,스타벅스 가양역사거리점,영업,202107,203001,187160.6656,450873.0171
서울특별시,강서구,마곡동,796-3,스타벅스 마곡사이언스타워R점,영업,201807,203001,185259.1853,450932.3598
서울특별시,강서구,염창동,274-17,스타벅스 등촌대로점,영업,202102,203001,,
서울특별시,강서구,마곡동,743-1,스타벅스 마곡나루공원점,영업,202104,203001,184219.2372,451641.2055
서울특별시,종로구,신문로2가,89-27,스타벅스 정동점,영업,202105,203001,197301.1261,451816.0382
서울특별시,중랑구,중화동,306-68,스타벅스 중화역점,영업,202012,203001,206852.3902,455508.596
서울특별시,중랑구,묵동,169-12,스타벅스 묵동점,영업,202006,203001,206715.541,457004.8747
서울특별시,구로구,고척동,72-49,스타벅스 구로고척점,영업,202108,203001,187835.5017,443881.1293
서울특별시,중구,을지로6가,18-131,스타벅스 국립중앙의료원점,영업,201810,203001,200492.7649,451583.8365
서울특별시,종로구,서린동,154-1,스타벅스 광화문우체국,영업,201804,203001,197995.2188,451945.0472
서울특별시,중구,광희동1가,185-1,스타벅스 동대문공원점,영업,201702,203001,200567.8932,451437.3288
서울특별시,구로구,구로동,212-1,스타벅스 구로에이스점,영업,200605,203001,190600.9,442482.539
서울특별시,중구,흥인동,86,스타벅스 신당역사거리점,영업,201607,203001,201400.8244,451528.0122
서울특별시,구로구,구로동,222-7,스타벅스 구로디지털타워점,영업,201702,203001,190776.4685,442370.1437
서울특별시,중랑구,상봉동,501,스타벅스커피 상봉,영업,201604,203001,208076.3867,455017.5286
서울특별시,종로구,신문로1가,163,스타벅스 새문안로점,영업,201511,203001,197713.2648,451938.0377
서울특별시,종로구,청진동,246,스타벅스 광화문D타워점,영업,201508,203001,198068.9268,452087.0302
서울특별시,구로구,신도림동,413-9,스타벅스 신도림점,영업,201710,203001,189661.4898,444788.587
서울특별시,중랑구,상봉동,130-3,스타벅스커피 중랑역점,영업,201507,203001,206526.0022,454549.1674
서울특별시,구로구,구로동,235-2,스타벅스구로하이엔드점,영업,201008,203001,190504.7782,442154.9928
서울특별시,중랑구,신내동,563-3,스타벅스 중랑구청점,영업,201503,203001,208382.9769,455900.3257
서울특별시,중랑구,면목동,617-2,스타벅스커피 사가정역점,영업,201409,203001,207702.8399,453039.3455
서울특별시,중구,흥인동,132,스타벅스 신당역점,영업,201310,203001,201198.0189,451459.4911
서울특별시,중랑구,상봉동,100-2,스타벅스코리아 상봉역점,영업,201203,203001,207584.9182,454966.7437
서울특별시,강남구,삼성동,53-0,스타벅스청담공원점,폐업,201107,20230,204473.7366,446286.5649
서울특별시,종로구,통의동,35-41,스타벅스 경복궁역,영업,201011,203001,197524.1878,452766.6018
서울특별시,중구,황학동,2545,스타벅스 황학캐슬점,영업,200807,203001,201823.909,452076.8187
서울특별시,구로구,오류동,55-50,스타벅스커피 오류동역점,영업,201406,203001,186212.0841,443782.5558
서울특별시,양천구,목동,916,스타벅스현대목동점,영업,200208,203001,188884.0756,447186.8886
서울특별시,양천구,신정동,324-7,스타벅스 목동10단지점,영업,202106,203001,187518.0936,445920.3749
서울특별시,양천구,신월동,52-14,스타벅스 신월동DT점,영업,202105,203001,184649.3908,448463.1531
서울특별시,양천구,신정동,981-15,스타벅스신정DT점,영업,201712,203001,187455.9465,446655.868
서울특별시,양천구,신정동,900-10,스타벅스목동역점,영업,201708,203001,187891.3789,447174.3792
서울특별시,은평구,녹번동,19-121,스타벅스 녹번역점,영업,202210,203001,194220.3248,455685.625
서울특별시,금천구,가산동,673,스타벅스 독산역점,영업,202202,203001,190021.9569,440609.2095
서울특별시,금천구,가산동,60-5,스타벅스 커피 가산그레이트,영업,201009,203001,189982.3445,441928.6904
서울특별시,금천구,가산동,371-37,스타벅스커피 가산브이타워,영업,201101,203001,189647.0468,441677.0962
서울특별시,금천구,시흥동,904-22,스타벅스 금천시흥점,영업,201703,203001,191368.5221,438529.3631
서울특별시,금천구,가산동,371-28,스타벅스가산디지털점,영업,200601,203001,189538.0209,441982.4279
서울특별시,금천구,가산동,60-27,스타벅스 W-Mall점,영업,200703,203001,189997.4557,441687.8412
서울특별시,금천구,가산동,50-3,스타벅스 가산디지털단지역,영업,201606,203001,189662.9592,442139.5145
서울특별시,금천구,독산동,291-1,스타벅스커피 금천독산점,영업,201405,203001,190694.8803,440764.4263
서울특별시,금천구,가산동,60-20,스타벅스 커피 마리오아울렛점,영업,201209,203001,189759.7131,441814.1159
서울특별시,금천구,시흥동,1031,스타벅스 금천구청역점,영업,202004,203001,190718.3772,439322.4274
서울특별시,영등포구,영등포동1가,143-3,스타벅스영등포역점,영업,201901,203001,191908.1188,446086.8191
서울특별시,영등포구,여의도동,55-2,스타벅스샛강역점,영업,201904,203001,193851.7999,446223.4985
서울특별시,영등포구,여의도동,23-9,스타벅스여의도점,영업,200009,203001,193258.9099,446869.3529
서울특별시,영등포구,문래동3가,55-20,스타벅스하이테크시티점,영업,200706,203001,190996.3573,445841.3776
서울특별시,영등포구,여의도동,35-4,스타벅스여의도화재보험,영업,201801,203001,193417.0802,446590.4671
서울특별시,영등포구,영등포동4가,442,스타벅스타임스퀘어2F점,영업,200909,203001,191385.0574,446098.5559
서울특별시,영등포구,영등포동4가,442,스타벅스타임스퀘어B2점,영업,200910,203001,191385.0574,446098.5559
서울특별시,영등포구,여의도동,23,스타벅스커피 여의도IFC(1F)점,영업,201212,203001,193326.931,446973.9146
서울특별시,영등포구,신길동,252-9,스타벅스커피 영등포신길,영업,201410,203001,191979.4002,444714.5643
서울특별시,종로구,인의동,28-2,스타벅스 종로플레이스점,영업,202107,203001,199785.0788,452316.3185
서울특별시,영등포구,문래동3가,55-5,스타벅스커피문래역점,영업,201410,203001,190777.4306,446138.2699
서울특별시,종로구,평동,222,스타벅스 서대문역점,영업,202104,203001,,
서울특별시,강남구,역삼동,702-10,스타벅스 테헤란로아남타워점,영업,202012,203001,203894.0314,444624.8182
