서울/경기,시/군/구,동,리,번지,사업장명,영업상태,개업일자,폐업일자,X좌표값,Y좌표값,위도,경도
경기도,안산단원구,초지동,,742-6,스타벅스고잔이마트점,영업,201411,203001,183377.543937866,422364.168086117,37.3027990562,126.8128612961
경기도,안산단원구,고잔동,,541,스타벅스안산중앙역점,영업,200708,203001,185523.919813512,423927.203918079,37.317405178,126.8372299394
경기도,안산단원구,고잔동,,536,스타벅스커피안산고잔점,폐업,201204,201905,185198.845046224,424038.229614973,37.3181476,126.8337723
경기도,안산단원구,신길동,,1687,스타벅스커피안산트레이더스점,영업,201204,203001,180873.786214121,425492.088360076,37.3311715243,126.7849927694
경기도,안산상록구,사동,,1639,항공전음식부스(스타벅스커피),폐업,201104,201105,185029.298232779,419781.472977914,37.2805095,126.8321313
경기도,안성시,공도읍,진사리,354,스타벅스 스타필드안성R점,영업,202009,203001,213062.918998049,388093.036705258,36.9945235041,127.1471670216
경기도,안성시,계동,,161,스타벅스 안성계동DT점,영업,202105,203001,223754.831555781,387194.926674313,36.9860408131,127.2678453673
경기도,안성시,공도읍,마정리,147-8,스타벅스 안성공도DT점,영업,201908,203001,217794.549635882,389784.373426129,37.0094453199,127.2007705755
경기도,안성시,공도읍,만정리,302-9,스타벅스 안성서동대로DT점,영업,202208,203001,216138.62213654,389244.399838166,37.0048174369,127.182085952
경기도,안성시,석정동,,254-3,스타벅스 안성석정DT점,영업,201812,203001,223252.611783833,389891.920590875,37.0104495119,127.2621171856
경기도,안성시,대천동,,57,스타벅스커피 안성중앙로점,폐업,201310,202009,224030.544744944,389581.771815312,37.007527846,127.2707698959
경기도,안양만안구,안양동,,1410,스타벅스 명학역점,영업,202005,203001,950158.542785336,1931518.6551291333,37.3841629453,126.9348492461
경기도,안양동안구,호계동,,1002-6,스타벅스 안양덕현DT점,영업,202208,203001,196408.706570799,429913.27246187,37.3713016828,126.9602216993
경기도,안양동안구,호계동,,1042-1,스타벅스 안양범계점,영업,202005,203001,195837.00631363,432179.152768616,37.3917151775,126.953760305
경기도,안양동안구,비산동,,580-6,스타벅스 안양비산DT점,영업,201507,203001,950882.5344181454,1932454.6733546222,37.3926382972,126.9429647866
경기도,안양만안구,안양동,,88-1,스타벅스 안양역R,영업,201910,203001,949121.5058668103,1933440.6547220426,37.4014300883,126.9230030459
경기도,안양동안구,비산동,,1054,스타벅스 안양운동장사거리DT점,영업,201806,203001,195431.111940322,433230.360392755,37.4012036781,126.9492398367
경기도,안양동안구,호계동,,714-5,스타벅스 안양호계DT,영업,201609,203001,196042.239147115,429386.302636043,37.3665237948,126.956156468
경기도,안양동안구,관양동,,902,스타벅스 평촌역DT점,영업,202001,203001,197417.163699682,432728.69323078,37.396717824,126.9716197362
경기도,안양동안구,관양동,,1746,스타벅스 평촌역사거리점,영업,201505,203001,196802.03700246,432668.465071353,37.396100597,126.964653374
경기도,안양동안구,호계동,,1065-2,스타벅스 평촌호계,영업,201609,203001,196354.463425941,431213.280088232,37.3830080437,126.9596746722
경기도,안양동안구,호계동,,555-45,스타벅스 호계지식산업센터점,영업,202002,203001,195399.644863837,430086.453538319,37.3728807709,126.9488596807
경기도,안양동안구,호계동,,1039,스타벅스범계역점,영업,201711,203001,195544.974046367,432016.783362963,37.3899508706,126.950384069
경기도,안양만안구,석수동,,385-9,스타벅스안양석수DT점,영업,201506,203001,947415.4431016388,1936732.6551361142,37.4310062589,126.9034932887
경기도,안양만안구,안양동,,674-81,스타벅스안양역점,영업,201509,203001,949047.5071260061,1933317.6526456806,37.4003173623,126.9221755008
경기도,안양동안구,비산동,,411-8,스타벅스안양이마트점,영업,202104,203001,950208.519618312,1933090.6682632281,37.3983346986,126.9353077463
경기도,안양만안구,안양동,,674-170,스타벅스안양일번가점,영업,200209,203001,949182.5100761259,1933191.6536764067,37.3991891224,126.9237094156
경기도,안양동안구,관양동,,1603,스타벅스커피 평촌로데오점,영업,201503,203001,196443.181873201,432317.15080843,37.3929819583,126.9607102185
경기도,안양동안구,호계동,,1044-8,스타벅스커피(범계로데오),영업,201106,203001,195951.714251929,432159.385640967,37.3914600425,126.9551177987
경기도,안양동안구,관양동,,1502-6,스타벅스커피(인덕원역),영업,201301,203001,197818.111875523,433137.578437473,37.4003344455,126.976147584
경기도,안양동안구,관양동,,1591,스타벅스평촌아크로점,영업,200704,203001,196080.532197962,432244.867412549,37.3923317778,126.9565123356
경기도,양주시,고읍동,,109,스타벅스 양주고읍DT,영업,202006,203001,206913.029868327,477891.074932868,37.8034855626,127.0793655312
경기도,양주시,광사동,,653-1,스타벅스 양주고읍점,영업,201508,203001,206900.351497689,476907.429568821,37.7946697876,127.0791088483
경기도,양주시,광사동,,342-7,스타벅스 양주광사DT점,영업,201807,203001,206331.543059742,476462.205626624,37.7907443611,127.0727935791
경기도,양주시,덕정동,,223-8,스타벅스 양주덕정역DT점,영업,201903,203001,205488.508187277,481741.628245919,37.83825259,127.0629845993
경기도,양주시,장흥면,교현리,112-2,스타벅스 양주송추DT점,영업,201912,203001,197557.905598918,468348.612770823,37.7175953858,126.9731160789
경기도,양주시,옥정동,,1036-7,스타벅스 양주옥정공원점,영업,202106,203001,208514.845620454,479857.819239391,37.8212241008,127.0976263047
경기도,양주시,옥정동,,963-18,스타벅스 양주옥정타운,영업,201906,203001,208211.569409,479559.894066587,37.8185529608,127.0940504571
경기도,양주시,회정동,,130-13,스타벅스 양주회정DT점,영업,202208,203001,204753.166923373,481895.073800773,37.8395915988,127.054714291
경기도,양평군,양평읍,공흥리,494,스타벅스 경기양평점,영업,201808,203001,244140.663053187,443326.395112011,37.491055496,127.49994347
경기도,양평군,양평읍,양근리,501-3,스타벅스 더양평DTR점,영업,202007,203001,242527.806180111,443988.866408617,37.4970391586,127.4816955307
경기도,여주시,점봉동,,429-1,스타벅스 여주DT점,영업,201810,203001,256551.970562514,418431.660964619,37.2660878993,127.6384874675
경기도,여주시,상거동,산,15-1,스타벅스 여주P.아울렛입구점,영업,200904,203001,1010200.2405872376,1915708.4174537617,37.2429400114,127.6128622581
경기도,여주시,상거동,산,15-1,스타벅스 여주P.아울렛점,영업,200705,203001,1010200.2405872376,1915708.4174537617,37.2429400114,127.6128622581
경기도,여주시,가남읍,삼군리,468-4,스타벅스 여주자유CC,영업,202202,203001,250114.357887832,412420.976608934,37.2082907385,127.5631897545
경기도,오산시,원동,,767-4,스타벅스 오산원동DT점,영업,202205,203001,206485.71457012,404710.004760671,37.1441810527,127.0738672881
경기도,오산시,외삼미동,,119-5,스타벅스서동탄DT점,영업,202207,203001,205704.03430697,410605.114654045,37.1974400851,127.0649705567
경기도,오산시,갈곶동,,245,스타벅스오산갈곶DT점,영업,201810,203001,206274.043260479,403031.921376107,37.1291904166,127.0713395056
경기도,오산시,금암동,,516-4,스타벅스오산세교점,영업,202005,203001,203958.096859208,408308.076476471,37.1766616731,127.0454998904
경기도,오산시,수청동,,78-5,스타벅스오산수청DT점,영업,202012,203001,205856.791876121,406800.037882072,37.1629675068,127.0666886999
경기도,오산시,원동,,119-137,스타벅스커피오산아이씨(IC)디티(DT)점,영업,201505,203001,206748.943157181,404525.2394439,37.1426684229,127.0768709244
경기도,오산시,원동,,231-16,스타벅스커피코리아오산시청점,영업,201502,203001,206523.783745807,405184.738821014,37.1485632521,127.0742368307
경기도,용인기흥구,구갈동,,581-1,스타벅스 강남대점,영업,201007,203001,211118.173754747,418801.766482142,37.2710681196,127.1261422767
경기도,용인수지구,상현동,,1119-1,스타벅스 광교중앙로점,영업,201308,203001,206062.913567458,421895.047057391,37.2990521113,127.069192673
경기도,용인기흥구,구갈동,,234,스타벅스 기흥역AK R점,영업,201905,203001,966209.8501145991,1919270.7989911993,37.2744903299,127.1167181784
경기도,용인기흥구,농서동,,452,스타벅스 기흥테라타워점,영업,202202,203001,206320.323936435,414389.317976236,37.2313941963,127.071911457
경기도,용인기흥구,중동,,833,스타벅스 동백이마트점,영업,202008,203001,213383.977793755,419575.34117754,37.2779963615,127.1515897965
경기도,용인수지구,풍덕천동,,1078,스타벅스 수지구청역점,영업,202210,203001,208336.644254501,424568.781762635,37.3231017192,127.0948684138
경기도,용인수지구,성복동,,63-1,스타벅스 수지성복역점,영업,202106,203001,207038.477901087,423426.328483474,37.3128288741,127.0802075154
경기도,용인수지구,신봉동,,909,스타벅스 수지이마트점,영업,201011,203001,207318.572861803,424204.581779995,37.3197625692,127.0833291279
경기도,용인수지구,죽전동,,1285,스타벅스 신세계경기점,영업,200703,203001,209514.367988403,424782.528523847,37.3250031722,127.1081092919
경기도,용인기흥구,고매동,,889,스타벅스 용인고매동점,영업,202004,203001,210124.077461246,413542.129882444,37.2234180272,127.1142489591
경기도,용인기흥구,상하동,,461-2,스타벅스 용인동백DT점,영업,201605,203001,212454.474773504,419188.613274904,37.2745852107,127.1412395562
경기도,용인처인구,모현읍,,왕산리,스타벅스 용인모현DT점,영업,202304,203001,222023.656630364,427469.9064786,37.3489488477,127.2492884095
경기도,용인기흥구,보라동,,376-6,스타벅스 용인보라DT점,영업,201806,203001,209195.202568541,417077.580963729,37.2555834907,127.104375717
경기도,용인기흥구,보정동,,381-1,스타벅스 용인보정DT점,영업,202006,203001,209190.894895532,424391.795756712,37.3214745579,127.1041434452
경기도,용인기흥구,보정동,,1263,스타벅스 용인보정점,영업,201301,203001,209753.306645746,424231.599979607,37.3200530391,127.110380987
경기도,용인기흥구,상하동,,246-1,스타벅스 용인상하DT점,영업,201904,203001,212562.093129975,417534.039606296,37.259661285,127.1423027603
경기도,용인기흥구,중동,,724-7,스타벅스 용인세브란스병원점,영업,202002,203001,212965.239500471,418770.382686716,37.2707754145,127.1482844761
경기도,용인처인구,삼가동,,197-7,스타벅스 용인시청DT,영업,201607,203001,215109.051675459,415386.813135046,37.2403643486,127.1709861294
경기도,용인기흥구,언남동,,239,스타벅스 용인언남점,영업,202005,203001,210745.57131955,421176.733589216,37.2925894199,127.1220418769
경기도,용인수지구,죽전동,,887,스타벅스 용인죽전역R점,영업,201905,203001,965593.7517382964,1925569.8389167397,37.3312452933,127.1094765901
경기도,용인기흥구,영덕동,,986-3,스타벅스 용인흥덕DT점,영업,202204,203001,206305.851045851,419211.16314517,37.2748591478,127.0717895335
경기도,용인수지구,죽전동,,1285,스타벅스 죽전CGV점,폐업,200703,202204,209514.367988403,424782.528523847,37.3250031722,127.1081092919
경기도,용인수지구,죽전동,,1282,스타벅스 죽전이마트점,영업,200509,203001,209673.343954233,424823.677745145,37.3253249176,127.1100038667
경기도,용인기흥구,보라동,,145-3,스타벅스 한국민속촌DT점,영업,202201,203001,210286.96877448,417102.59675022,37.2558769672,127.1168688848
경기도,용인기흥구,보정동,,1019-568,스타벅스구성트레이더스점,영업,201011,203001,209243.914102046,422542.543014576,37.3039712756,127.1046527186
경기도,용인처인구,김량장동,,177-1,스타벅스용인김량장DT점,영업,201909,203001,218601.74913377,415322.076635234,37.2395753037,127.2105627176
경기도,용인기흥구,마북동,,502-152,스타벅스용인마북DT점,영업,201509,203001,209720.79250448,421419.360361644,37.2946517654,127.1103540734
경기도,용인처인구,마평동,,637-2,스타벅스용인마평DT점,영업,202101,203001,219166.320731211,414656.251397406,37.2335959876,127.2167747393
경기도,용인처인구,포곡읍,,전대리,스타벅스용인에버랜드,영업,201906,203001,219138.424611781,420903.964757574,37.2899600847,127.216586166
경기도,용인처인구,역북동,,504-13,스타벅스용인역북점,영업,202204,203001,216686.158763357,414498.717279273,37.2322368905,127.1888445491
경기도,용인처인구,남사읍,,아곡리,스타벅스용인한숲시티점,영업,202302,203001,215347.334313907,405653.971545843,37.1525017836,127.1734393074
경기도,용인수지구,죽전동,,1335-1,스타벅스죽전단국대점,영업,201901,203001,211001.541952792,424721.46975649,37.3244176297,127.1249074541
경기도,용인수지구,동천동,,946-2,스타벅스커피 수지동천점,영업,201410,203001,207994.2650405,425998.124418042,37.335978261,127.0910062417
경기도,용인수지구,성복동,,76-2,스타벅스커피 수지성복DT점,영업,201408,203001,206951.755756515,423564.471570682,37.3140782525,127.0792074454
경기도,용인기흥구,신갈동,,733,스타벅스커피 용인기흥구청점,영업,201405,203001,209711.832402632,419989.558386569,37.2811840982,127.1100963762
경기도,용인수지구,죽전동,,1191-2,스타벅스커피 죽전점,영업,201407,203001,210985.43219531,425505.727440687,37.3315020682,127.1247593538
경기도,용인기흥구,영덕동,,522-2,스타벅스커피수원IC DT점,영업,201401,203001,206550.846428051,418354.710264692,37.2671091086,127.0748334952
경기도,용인수지구,풍덕천동,,1080-11,스타벅스커피수지풍덕천점,영업,201511,203001,208373.03078927,424467.809661304,37.3221747359,127.0952909979
경기도,용인처인구,김량장동,,295-10,스타벅스커피용인처인구청,영업,201307,203001,217934.748225427,414761.554825552,37.2346077173,127.2029381618
경기도,의왕시,내손동,,416-3,스타벅스 의왕내손점,영업,202012,203001,197883.320814488,431892.96613804,37.3890794467,126.9768585218
경기도,의왕시,학의동,,1039,스타벅스 의왕롯데몰점,영업,202109,203001,200775.6096513,430435.021970577,37.3761856842,127.0095560224
경기도,의왕시,삼동,,105-2,스타벅스 의왕삼동DT점,영업,202303,203001,196149.960808782,423832.086926049,37.3165116526,126.9573408606
경기도,의왕시,청계동,,829-4,스타벅스 의왕청계DT점,영업,202001,203001,199787.16438548,431808.243699666,37.3884065438,126.9983831778
경기도,의왕시,포일동,,664-2,스타벅스 의왕포일점,영업,201704,203001,198547.930744254,432674.976399617,37.3961523022,126.9844014451
경기도,의정부시,의정부동,,168-54,스타벅스 신세계의정부2층점,영업,201204,203001,204011.301931196,470564.015529834,37.7379343921,127.045835705
경기도,의정부시,의정부동,,168-54,스타벅스 신세계의정부6층점,영업,201204,203001,204011.301931196,470564.015529834,37.7379343921,127.045835705
경기도,의정부시,의정부동,,196-12,스타벅스 의정부공원점,영업,201711,203001,204150.462775061,470843.502233654,37.7400599131,127.0477635405
경기도,의정부시,민락동,,805,스타벅스 의정부민락점,영업,201708,203001,208228.520689409,471445.862093797,37.7454473184,127.0941209284
경기도,의정부시,민락동,,803,스타벅스 의정부민락타운점,영업,202006,203001,208627.776413231,471251.468626339,37.7440495125,127.0991681664
경기도,의정부시,용현동,,313-3,스타벅스 의정부송산역DT점,영업,202301,203001,207484.376341247,470859.313437751,37.7401541904,127.0856714829
경기도,의정부시,신곡동,,263-7,스타벅스 의정부신곡DT점,영업,201906,203001,205556.258742635,469381.434136985,37.7268715065,127.063969006
경기도,의정부시,의정부동,,543-6,스타벅스 의정부예술의전당DT점,영업,201812,203001,203352.584720945,470068.31129534,37.7330757405,127.0387383594
경기도,의정부시,용현동,,189-4,스타벅스 의정부용현DT점,영업,201806,203001,207354.172648007,469770.1521406,37.7303697755,127.0842393695
경기도,의정부시,민락동,,849,스타벅스 의정부이마트,영업,202010,203001,208951.542114843,471192.156816017,37.7431860471,127.1023622658
경기도,의정부시,장암동,,214-49,스타벅스 의정부장암DT,영업,202012,203001,204750.937708848,466307.099631495,37.6992199552,127.0546364132
경기도,의정부시,의정부동,,195-8,스타벅스 의정부중앙점,폐업,200811,201811,204173.286655306,470792.870947861,37.739517,127.0480695
경기도,의정부시,호원동,,433-1,스타벅스 의정부회룡역DT점,영업,201612,203001,204115.833109912,468885.164705643,37.7223933708,127.0476099876
경기도,의정부시,금오동,,474-2,스타벅스커피 의정부금오점,영업,201307,203001,206143.881569375,472271.374982574,37.7529166179,127.0704797165
경기도,의정부시,녹양동,,93-1,스타벅스커피 의정부녹양DT,영업,201512,203001,203577.772502019,472924.182659741,37.7585709745,127.0402375859
경기도,이천시,사음동,,572-1,스타벅스 이천사음DT점,영업,201709,203001,236100.747787558,421988.723559772,37.2990432545,127.4080071426
경기도,이천시,증포동,,217-5,스타벅스 이천증포DT점,영업,201902,203001,240463.675646676,421741.587511186,37.2968628648,127.4572600534
경기도,이천시,중리동,,218-5,스타벅스 이천터미널,영업,201202,203001,239514.789592958,419668.539509834,37.2782355291,127.4463739036
경기도,이천시,부발읍,아미리,726-5,스타벅스커피 이천하이닉스점,영업,201308,203001,243399.342452363,416842.326485657,37.2524851671,127.4899753355
경기도,이천시,마장면,목리,산,스타벅스커피마장휴게소,폐업,201303,20230,236094.101912691,418052.206218779,37.2627442492,127.408479871
경기도,파주시,탄현면,법흥리,1790-8,스타벅스 파주P.아울렛 1F,영업,201908,203001,173172.828879481,474158.9428211,37.7693560552,126.6965126169
경기도,파주시,탄현면,법흥리,1790-8,스타벅스 파주P.아울렛 3F,영업,201103,203001,173172.828879481,474158.9428211,37.7693560552,126.6965126169
경기도,파주시,와동동,,1538-1,스타벅스 파주가람점,영업,202212,203001,178761.345229363,470416.942071728,37.7359719605,126.7598720723
경기도,파주시,금촌동,,986-1,스타벅스 파주금릉역,영업,201311,203001,179303.214132105,472207.242339289,37.7521434534,126.7659543548
경기도,파주시,금촌동,,59-10,스타벅스 파주금촌역점,영업,201806,203001,180036.263554788,473522.786140064,37.7638938251,126.7742510527
경기도,파주시,파주읍,봉서리,473-3,스타벅스 파주문산DT점,영업,202108,203001,181364.782311134,482674.425614372,37.8464716394,126.7891161548
경기도,파주시,목동동,,933-2,스타벅스 파주산내점,영업,202103,203001,176627.074328443,469608.561762603,37.7286339286,126.7356491927
경기도,파주시,야당동,,921,스타벅스 파주야당DT점,영업,202011,203001,178738.227936653,466809.301127738,37.7034332124,126.7596625768
경기도,파주시,야당동,,1066-3,스타벅스 파주야당역,영업,201806,203001,178736.056191179,467788.75554979,37.7123018898,126.7596197263
경기도,파주시,동패동,,1763,스타벅스 파주운정이마트점,영업,202009,203001,177453.945515036,467576.438594292,37.7103889772,126.7450715864
경기도,파주시,동패동,,1758,스타벅스커피 파주운정점,영업,201404,203001,177399.189379121,467765.114929425,37.7120525216,126.744464748
경기도,평택시,평택동,,185-568,스타벅스 AK평택역사,폐업,200904,201407,207523.442711596,387674.877266816,36.9908263,127.0858712
경기도,평택시,고덕동,,1695,스타벅스 평택고덕삼성점,영업,202302,203001,205276.542163998,392561.65560657,37.0357005222,127.0533464784
경기도,평택시,독곡동,,386-1,스타벅스 평택독곡DT점,영업,202303,203001,205530.449068548,398341.479742382,37.0870641536,127.0631268076
경기도,평택시,비전동,,17-1,스타벅스 평택비전DT점,영업,202304,203001,209229.753980958,389944.134279064,37.0111650842,127.1046008146
경기도,평택시,서정동,,813-2,스타벅스 평택서정DT점,영업,201907,203001,205580.037858554,396034.406174512,37.0659813659,127.0635402118
경기도,평택시,세교동,,425,스타벅스 평택세교DT점,영업,202108,203001,206931.163660618,389530.933681151,37.0073533265,127.0787798435
경기도,평택시,안중읍,현화리,649-4,스타벅스 평택안중DT점,영업,201912,203001,192219.128827317,387696.383896402,36.9908851581,126.9133982814
경기도,평택시,지제동,,50,스타벅스 평택이마트점,영업,202203,203001,206675.071220529,391060.040415712,37.0211066578,127.0755336861
경기도,평택시,죽백동,,479-7,스타벅스 평택죽백DT점,영업,202006,203001,210021.063341451,390249.408148405,37.0138084916,127.113478702
경기도,평택시,청북읍,옥길리,1157-1,스타벅스 평택청북DT점,영업,202202,203001,192365.442972133,390949.465293441,37.020162215,126.9149494816
경기도,평택시,평택동,,291,스타벅스커피 평택로데오점,영업,201508,203001,207810.302859873,387830.462917531,36.9919640634,127.0885628709
경기도,평택시,평택동,,185-579,스타벅스커피평택AK프라자,영업,201412,203001,207577.558056715,387700.245776573,36.9919006082,127.0832927297
경기도,평택시,서정동,,847-5,스타벅스커피평택송탄점,영업,201305,203001,205528.05812306,396087.120862705,37.0664840828,127.0629748969
경기도,평택시,고덕동,,2158-2,스타벅스평택고덕점,영업,202201,203001,204461.989818004,393162.93349942,37.0401356015,127.0509703372
경기도,평택시,용이동,,606-2,스타벅스평택대DT점,영업,202012,203001,211916.177771608,387974.923255117,36.9933588853,127.134664576
경기도,평택시,비전동,,1103-1,스타벅스평택비전점,영업,201906,203001,210072.869932937,388588.911600578,36.9988829632,127.1141723936
경기도,평택시,이충동,,76-3,스타벅스평택이충DT점,영업,202206,203001,206780.592743104,394489.094417633,37.0519051789,127.0771166818
경기도,포천시,소흘읍,직동리,330,스타벅스 광릉수목원점,영업,202302,203001,214477.78080916,474932.752933426,37.7764869576,127.1652293185
경기도,포천시,선단동,,557,스타벅스 포천DT점,영업,201712,203001,214164.747276289,482885.558835232,37.8483660765,127.1618129319
경기도,포천시,소흘읍,이동교리,400-4,스타벅스 포천호국로DT,영업,202210,203001,211162.350912133,477066.216353813,37.7960488165,127.12728342
경기도,포천시,소흘읍,송우리,146-1,스타벅스커피 포천송우점,폐업,201307,202107,212661.921521677,480541.371992697,37.8273509102,127.1446026684
경기도,하남시,망월동,,1100,스타벅스 미사역그랑파사쥬점,영업,202203,203001,216873.670459282,451296.310681802,37.5637265182,127.1917398667
경기도,하남시,망월동,,1125,스타벅스 미사역파라곤스퀘어점,영업,202203,203001,217057.174856799,451355.879802577,37.5651572661,127.1942817119
경기도,하남시,망월동,,1081,스타벅스 미사역효성점,영업,201906,203001,216753.071849967,451631.467982946,37.5668146897,127.1904136102
경기도,하남시,학암동,,660,스타벅스 스타필드위례 1FR,영업,201812,203001,213056.041875501,441993.377546086,37.4801127045,127.1484593147
경기도,하남시,신장동,,616,스타벅스 스타필드하남 1F(티바나),영업,201608,203001,219699.010520355,449270.371200837,37.545418129,127.2237611843
경기도,하남시,신장동,,616,스타벅스 스타필드하남2FR,영업,201608,203001,219699.010520355,449270.371200837,37.545418129,127.2237611843
경기도,하남시,신장동,,616,스타벅스 신세계하남 2F,영업,201608,203001,219699.010520355,449270.371200837,37.545418129,127.2237611843
경기도,하남시,감이동,,512,스타벅스 하남감일점,영업,202210,203001,213626.321165845,445022.753828606,37.5073168268,127.1549055299
경기도,하남시,덕풍동,,741-2,스타벅스 하남덕풍점,영업,201908,203001,218415.483230535,450017.863681063,37.5522424305,127.2091767504
경기도,하남시,망월동,,1066-3,스타벅스 하남미사DT점,영업,201907,203001,216346.679158009,450872.911284109,37.5599611977,127.1857884203
경기도,하남시,망월동,,700-4,스타벅스 하남미사점,영업,201704,203001,972222.4119603275,1951993.1466194214,37.5696350871,127.1833018088
경기도,하남시,신장동,,564-5,스타벅스 하남시청역점,영업,202112,203001,218315.123637968,448815.508568607,37.5414321969,127.2079735772
경기도,하남시,신장동,,524-4,스타벅스 하남시청점,영업,201402,203001,219015.87199809,448715.201489108,37.5405143136,127.2159800925
경기도,하남시,덕풍동,,735,스타벅스 하남풍산역,영업,202104,203001,218126.795434192,450160.062495149,37.5535504618,127.2059676719
경기도,하남시,풍산동,,527-1,스타벅스 하남황산사거리점,영업,202005,203001,216397.787744469,449859.673405934,37.5508949352,127.1863019723
경기도,하남시,덕풍동,,419-43,스타벅스커피 하남신장점,영업,201501,203001,217957.626532961,448477.113699633,37.5383847032,127.2039897688
경기도,화성시,영천동,,281,스타벅스 동탄IX타워점,영업,202201,203001,207902.474796614,412102.059482355,37.2110217235,127.0895177988
경기도,화성시,반송동,,93-1,스타벅스 동탄광장점,영업,201302,203001,206325.039007167,411418.618291691,37.2046139805,127.0720402235
경기도,화성시,영천동,산,24-1,스타벅스 동탄디엠시티점,영업,202107,203001,208773.208500488,412073.497774566,37.2102625302,127.0994620597
경기도,화성시,송동,,726-1,스타벅스 동탄라크몽점,영업,202208,203001,209267.831935403,407233.52541514,37.1669505985,127.1050522109
경기도,화성시,목동,,0,스타벅스 동탄목동점,영업,202103,203001,966877.0066454177,1909080.7302083203,37.1826629384,127.1246970331
경기도,화성시,오산동,,1039-5,스타벅스 동탄신리천공원점,영업,202303,203001,209457.545619778,409105.258051134,37.1837603494,127.1072967786
경기도,화성시,오산동,,967-157,스타벅스 동탄역롯데R점,영업,202108,203001,208569.642431686,410949.263462028,37.200675377,127.0979238519
경기도,화성시,오산동,,969-2,스타벅스 동탄역점,영업,201709,203001,208653.400820319,410681.676205656,37.1979541339,127.0982199893
경기도,화성시,영천동,,651-1328,스타벅스 동탄영천점,영업,201606,203001,965708.9578952431,1911760.7334647132,37.2067778484,127.1114148725
경기도,화성시,석우동,,44,스타벅스 동탄이마트,영업,200712,203001,207005.769592372,412503.434111401,37.2144396098,127.0796825662
경기도,화성시,청계동,,536,스타벅스 동탄카림R,영업,201807,203001,210075.319585403,410817.645865226,37.19961176,127.1142011063
경기도,화성시,반송동,,96,스타벅스 동탄타임테라스,영업,202203,203001,206044.332509042,411453.905695269,37.204865499,127.0693116576
경기도,화성시,오산동,,1022,스타벅스 동탄트레이더스점,영업,202206,203001,208551.191176942,410187.304225812,37.1935878821,127.0972065138
경기도,화성시,송동,,694,스타벅스 동탄호수공원점,영업,202008,203001,209253.387443815,407725.114639407,37.1719563822,127.105938569
경기도,화성시,새솔동,,0,스타벅스 송산그린시티점,영업,202008,203001,939754.6267322362,1920555.4128794582,37.2847303524,126.8182261484
경기도,화성시,반월동,,163-3,스타벅스 신영통DT,영업,201512,203001,205520.078681125,414724.177814318,37.2343902696,127.0629771077
경기도,화성시,남양읍,남양리,2283,스타벅스 화성남양DT점,영업,202206,203001,183879.655682348,411692.313404461,37.2071348286,126.819093888
경기도,화성시,진안동,,873-4,스타벅스 화성병점DT,영업,201612,203001,203320.477247236,412313.501392725,37.2127079771,127.0382736025
경기도,화성시,봉담읍,동화리,564,스타벅스 화성봉담점,영업,201912,203001,195981.658924287,413019.62479955,37.2190355771,126.955458809
경기도,화성시,남양읍,남양리,2072-7,스타벅스 화성시청점,영업,201908,203001,184486.375460274,411022.505880841,37.2008919301,126.8260575483
경기도,화성시,안녕동,,37-3,스타벅스 화성안녕DT점,영업,202108,203001,201076.387418514,411195.74017978,37.2025919614,127.0129465339
경기도,화성시,향남읍,평리,81-19,스타벅스 화성향남DT점,영업,202209,203001,191959.151232041,403378.757366491,37.1319406281,126.9100032765
경기도,화성시,향남읍,관리,295-9,스타벅스 화성향남발안DT점,영업,202304,203001,194705.97404951,403523.673902937,37.1333821937,126.9414934199
경기도,화성시,향남읍,행정리,474-8,스타벅스 화성향남점,영업,201902,203001,193066.824363729,403323.990750615,37.1316879989,126.9227721079
경기도,화성시,능동,,471-7,스타벅스동탄능동DT점,영업,201806,203001,204678.970094405,412243.162527244,37.212036187,127.0534925388
경기도,화성시,반송동,,42-2,스타벅스동탄센트럴파크,영업,201501,203001,205603.594214491,411828.297147152,37.2083341121,127.0638937536
경기도,화성시,반송동,,106-1,스타벅스커피동탄점,영업,201305,203001,206425.845143288,411085.292886874,37.2016165901,127.0732290932
경기도,화성시,반월동,,633-10,스타벅스화성반월DT점,영업,202006,203001,205074.291305612,413147.918261858,37.2201654585,127.0579306694
경기도,화성시,기안동,,333-5,스타벅스화성봉담DT점,영업,202009,203001,197417.32016998,414048.315452068,37.2283389155,126.9715794307
경기도,화성시,향남읍,하길리,1465-2,스타벅스화성향남2지구점,영업,202106,203001,192012.658168745,401627.876324313,37.1163955833,126.9108668158
