사업장명,영업상태,개업일자,폐업일자,X좌표값,Y좌표값
스타벅스 일산탄현제니스,영업,201401,202301,179005.665068939,465786.029740427
스타벅스 일산풍동DT점,영업,201712,202301,182357.27852801,462219.406430743
스타벅스 일산하늘마을점,영업,202204,202301,180713.721983108,463928.821633406
스타벅스 주엽강선점,영업,202006,202301,179290.502288104,462727.239411742
스타벅스 주엽사거리점,폐업,200705,202005,178668.321119565,463267.005753621
스타벅스 지축역점,영업,202212,202301,,
스타벅스 현대킨텍스점,영업,202006,202301,178006.080301401,462865.812502378
스타벅스 화정역점,영업,201208,202301,185166.687145694,459037.825613683
스타벅스 화정호국로점,영업,202106,202301,184893.335318175,459935.558799077
스타벅스(킨텍스전시장),폐업,201612,201612,177158.311187542,462546.660972252
스타벅스대화역점,영업,201311,202301,177718.498228631,463699.196399122
스타벅스라페스타광장점,영업,201306,202301,179657.69081714,461951.32697538
스타벅스문촌사거리점,영업,202109,202301,178529.136791301,463365.623578833
스타벅스삼송역점,영업,202005,202301,190815.458049782,461119.342314115
스타벅스소노캄고양점,영업,201912,202301,177899.003115642,462275.537979953
스타벅스원흥역점,영업,201910,202301,189022.994577755,460747.027677344
스타벅스웨스턴돔B,영업,201104,202301,179867.687196662,461402.023019802
스타벅스일산동구청점,폐업,201207,202008,179913.323308018,461616.743761126
스타벅스일산동구청점,영업,202007,202301,179913.323308018,461616.743761126
스타벅스일산애니골DT점,영업,201901,202301,181719.305640419,463621.06236632
스타벅스주엽점,폐업,200406,200907,179004.476773814,462990.207993189
스타벅스커피 고양DT점,영업,201512,202301,191591.265116577,467472.872599871
스타벅스커피 고양삼송,영업,201610,202301,190335.02,462375.12
스타벅스커피 백석점,영업,201405,202301,181058.839659555,460195.973513745
스타벅스커피 원당DT점,영업,201412,202301,185602.205606273,461771.651536346
스타벅스커피 일산주엽점,영업,201309,202301,178995.77015582,463084.159214974
스타벅스커피 일산후곡점,영업,201506,202301,179430.491672366,463922.29396786
스타벅스커피 킨텍스이마트점,영업,201506,202301,177349.707402843,462162.606173795
스타벅스커피 풍산이마트점,영업,201407,202301,181149.682181138,463521.801944649
스타벅스커피 행신역,영업,201606,202301,185316.562388048,456868.289991954
스타벅스커피백석중앙로,영업,201609,202301,181637.189249099,460029.013400211
스타벅스커피일산백마점,영업,201509,202301,181232.129988809,461659.064836797
스타벅스커피일산식사점,영업,201409,202301,183360.66,463963.815
스타벅스현대킨텍스,폐업,201008,201710,178006.080301401,462865.812502378
스타벅스화정점,영업,200105,202301,185053.852094175,459033.045595769
(주)스타벅스 과천이마트,영업,200112,202301,199209.021144538,436019.965418918
스타벅스 과천점,영업,200011,202301,199126.899359054,436243.454318495
스타벅스과천DT점,영업,201812,202301,199382.57567455,437463.483435352
스타벅스 철산로데오점,영업,201511,202301,188374.127423288,441322.226107073
스타벅스광명롯데몰점,영업,202104,202301,189614.445095321,435789.264012576
스타벅스광명사거리역점,영업,201701,202301,187047.943668432,441981.979903733
스타벅스광명소하디티점,영업,201704,202301,189240.287694874,436989.791122534
스타벅스광명소하점,영업,201707,202301,189670.336967112,438486.028934475
스타벅스광명에이케이점,영업,202110,202301,189541.850018502,435187.738812827
스타벅스광명역점,영업,201806,202301,189353.72220814,434931.453645216
스타벅스광명철산점,영업,201201,202301,188070.903985133,441472.272406432
스타벅스광명하안대로점,영업,201811,202301,189166.128976085,439928.572073838
스타벅스광명하안점,영업,201410,202301,189360.690176036,440058.366118621
스타벅스철산역점,영업,201910,202301,188226.339623486,441595.63975257
스타벅스 경기광주송정DT,영업,201912,202301,224064.97581581,434936.821158684
스타벅스 경기광주신현DT점,영업,201812,202301,,
스타벅스 경기광주쌍령DT,영업,202002,202301,224124.5343436,433000.218109659
스타벅스 경기광주점,영업,201511,202301,222966.376546546,434212.615121506
스타벅스 경기광주초월역DT점,영업,202107,202301,226345.931837328,430310.693431618
스타벅스 곤지암ICDT,영업,202102,202301,228736.537994521,428230.505495944
스타벅스 구리돌다리점,영업,201305,202301,212475.288367927,455377.857052032
스타벅스 구리수택점,영업,202111,202301,212216.469825314,454105.332546874
스타벅스 구리인창DT,영업,202203,202301,212230.139381661,455937.037197886
스타벅스 구리장자호수점,영업,202106,202301,212280.559477085,453896.192014109
스타벅스 구리토평DT,영업,202112,202301,,
스타벅스 커피 구리인창점,폐업,201310,202110,212192.754812017,456075.764060989
스타벅스구리갈매역점,영업,201809,202301,210273.098117288,459131.618978126
스타벅스 금정에이케이(AK)점,영업,202207,202301,195045.840185728,430029.875659413
스타벅스산본사거리점,영업,201812,202301,194236.401472029,430039.545180134
스타벅스산본역서부사거리점,영업,202011,202301,193789.410732019,428419.578316283
스타벅스산본점,영업,200709,202301,193883.587409531,428731.21613871
스타벅스커피산본동점,영업,201205,202301,193678.70297446,429272.847720523
스타벅스커피산본역점,영업,201110,202301,193931.175017934,428474.992586875
스타벅스 김포걸포점,영업,202203,202301,,
스타벅스 김포구래DT점,영업,202207,202301,167054.1192809,459243.695356325
스타벅스 김포마산역점,영업,202302,202301,168550.059735451,459518.508870583
스타벅스 김포석모DT점,영업,202008,202301,169042.407777686,461024.445551968
스타벅스 김포아이앤씨점,영업,201908,202301,171755.233614049,459646.741581527
스타벅스 김포운양점,영업,201506,202301,172063.926690127,461372.693552561
스타벅스 김포장기커낼점,영업,201711,202301,171471.604963288,459839.83969575
스타벅스 김포현대아울렛3층점,영업,202202,202301,180999.482133785,455254.138222429
스타벅스 풍무사거리DT점,영업,202003,202301,175449.919559832,456204.049236597
스타벅스 풍무역DT점,영업,201912,202301,176723.57624287,456495.418911294
스타벅스김포감정DT,영업,201709,202301,173126.374191952,458096.922139373
스타벅스김포구래점,영업,201810,202301,167285.39175785,460502.685587242
스타벅스김포시청점,영업,201403,202301,175027.714007447,457379.836120732
스타벅스김포이마트,영업,201501,202301,167119.660833957,460295.332269763
스타벅스김포장기점,영업,201303,202301,170631.027784782,460255.47457191
스타벅스김포풍무DT,영업,201402,202301,175247.76956627,455321.046227098
스타벅스 남양주묵현DT,영업,202111,202301,,
스타벅스 남양주삼패점,영업,202109,202301,217550.349300662,454416.697137693
스타벅스 남양주연평DT점,영업,201904,202301,216275.616869177,467675.408338135
스타벅스 남양주진접DT점,영업,201705,202301,216709.535221011,468962.522878411
스타벅스 남양주화도DT점,영업,202009,202301,226702.531203968,459656.686283033
스타벅스 다산DT,영업,202108,202301,213605.515319112,456946.233650833
스타벅스 다산이마트,영업,202302,202301,213941.170509698,456267.182532575
스타벅스 다산지금점,영업,202002,202301,215326.365114434,455387.649663056
스타벅스 다산진건점,영업,202004,202301,213377.735664805,458090.648881496
스타벅스 더북한강R,영업,202201,202301,,
스타벅스 도농역점,영업,202004,202301,,
스타벅스 리버사이드팔당DT점,영업,201704,202301,220107.360411224,451671.674854374
스타벅스 별내별가람역점,영업,202210,202301,210273.902810107,462842.527509633
스타벅스 별내불암로점,영업,201610,202301,209853.951294477,460900.52671038
스타벅스 평내DT점,영업,201507,202301,220640.669895914,460627.844016569
스타벅스 평내호평역점,영업,201304,202301,221365.019315782,461326.761556667
스타벅스커피 별내점,영업,201501,202301,210810.515761727,460643.399752741
스타벅스 동두천DT점,영업,201605,202301,204946.672834605,487369.519112197
스타벅스지행역점,영업,201904,202301,204633.945134137,487784.26499602
스타벅스 뉴코아부천4층점,영업,201609,202301,178411.442079953,444684.405331659
스타벅스 부천상동역점,영업,202002,202301,178164.089422238,444938.813535045
스타벅스 부천상동점,영업,201109,202301,178038.654941912,444806.206937757
스타벅스 부천시청역점,영업,201308,202301,178942.559566438,444816.402230322
스타벅스 부천역사,폐업,201004,201804,180724.082487894,442449.515665699
스타벅스 부천역점,영업,202304,202301,180724.703317877,442449.069631369
스타벅스 부천옥길,영업,202004,202301,184290.240810416,440618.653273516
스타벅스 부천옥길DT점,영업,202212,202301,183669.681932783,441117.417419204
스타벅스 부천원종DT점,영업,202202,202301,182726.151265617,447519.159842523
스타벅스 부천점,영업,201209,202301,180657.771489919,442562.696376175
스타벅스 부천중동센트럴점,영업,202010,202301,179405.695792369,444449.660787061
스타벅스 부천중동점,영업,201402,202301,180214.407476059,443999.58021599
