사업장명,영업상태,개업일자,폐업일자,X좌표값,Y좌표값
스타벅스 내방역점,영업,201403,202301,199266.3723,443089.1634
스타벅스커피 서울아트센터점,영업,201403,202301,201023.3781,442054.4252
스타벅스커피 서초중앙로점,영업,201401,202301,200951.8767,444382.958
스타벅스 센트럴시티점,영업,201309,202301,200250.4478,444683.2205
스타벅스 종로관수점,영업,201212,202301,198930.0229,451940.7683
스타벅스 선릉로점,영업,201211,202301,204061.415,444757.5319
스타벅스커피 교대법원점,영업,201106,202301,201114.6618,443800.338
스타벅스 경복궁사거리점,영업,201104,202301,198176.1592,452574.6715
스타벅스 종로관철점,영업,201011,202301,198692.6279,451865.6943
스타벅스 종로3가점,영업,201007,202301,199066.4682,452033.9927
스타벅스 서초역점,영업,200903,202301,200692.6101,443164.7088
스타벅스 서래마을입구점,영업,200808,202301,199798.1944,444116.1676
스타벅스 남부터미널2점,영업,200711,202301,201188.4012,442464.4743
스타벅스학여울역점,영업,200602,202301,205987.995,443983.0504
스타벅스 반포역점,영업,200510,202301,201104.269,445266.6786
스타벅스선릉역점,영업,200411,202301,204220.945,444637.798
스타벅스 방배역점,영업,200403,202301,199722.1617,442202.6141
스타벅스 남부터미널점,영업,200402,202301,201430.9,442500.6304
스타벅스 교대점,영업,200308,202301,201188.2459,443351.1208
스타벅스대치점,영업,200305,202301,205432.8994,444163.6021
스타벅스 뉴코아강남점,영업,200112,202301,200538.8275,445335.6672
스타벅스 선릉 세화빌딩점,영업,200111,202301,204457.9654,444619.9308
스타벅스 연대동문,영업,201111,202301,195188.2422,451572.5632
스타벅스연대점,영업,201110,202301,194336.7271,450721.6418
스타벅스 신촌아트레온점,영업,201106,202301,194649.344,450478.3522
스타벅스 현대신촌점,영업,202102,202301,194265.0676,450433.691
스타벅스 신촌역점,영업,201711,202301,194170.4082,450453.3605
스타벅스 연희동점,영업,201702,202301,193795.6214,451616.2968
스타벅스커피 연세백양로점,영업,201510,202301,194584.9592,451381.5855
스타벅스커피연희DT점,영업,201503,202301,194096.2291,451998.6006
스타벅스 신촌명물거리점,영업,201011,202301,194463.7933,450617.148
스타벅스 연세종합관점,영업,200804,202301,194584.9592,451381.5855
스타벅스 신촌점,영업,200201,202301,194375.0811,450469.8516
스타벅스 명일이마트점,영업,201404,202301,213715.028,450204.7403
스타벅스 천호로데오점,영업,201507,202301,211184.9085,448405.5485
스타벅스커피 신촌오거리,영업,201605,202301,194160.0167,450323.8736
스타벅스커피(starbucks coffee)상수역점,영업,201506,202301,193144.6034,449475.0797
스타벅스홍대삼거리점,영업,201106,202301,193151.4158,449777.8753
스타벅스 서강광흥창역점,영업,201612,202301,193892.4029,449686.0294
스타벅스 언주역점,영업,202211,202301,203160.1347,445064.0651
스타벅스 화곡역8번출구점,영업,202207,202301,185725.1614,448911.2648
스타벅스 이마트타워점,영업,202304,202301,197503.1403,450941.0742
스타벅스 김포공항DT점,영업,202207,202301,182797.9967,451573.4457
스타벅스중앙대점,영업,201610,202301,196227.8362,444972.8995
스타벅스 북가좌DT점,영업,202201,202301,192114.5596,453146.8683
스타벅스 수색점,영업,202204,202301,191064.0196,453147.7077
스타벅스 방학역점,영업,202204,202301,203783.2123,462550.4573
스타벅스커피 한티역점,영업,201310,202301,204817.2461,443832.6351
스타벅스 남가좌사거리점,영업,202006,202301,192777.1997,452775.827
스타벅스 압구정윤성빌딩점,영업,202005,202301,202456.485,446733.385
스타벅스커피숭실대입구역점,영업,201512,202301,195749.7708,443853.802
스타벅스 가재울뉴타운점,영업,201906,202301,192672.0675,452221.9607
스타벅스 우장산역점,영업,201806,202301,185431.0666,449714.8138
스타벅스 봉은사로 선정릉점,영업,201802,202301,204212.7677,445457.6694
스타벅스마포경찰서후문,영업,201801,202301,195829.9552,449860.5754
스타벅스 홍대공항철도역점,영업,201710,202301,193316.9003,450586.8651
스타벅스 신사가로수점,영업,201612,202301,201918.7048,446631.3502
스타벅스커피 마포염리,영업,201610,202301,195292.9726,449083.0603
스타벅스 압구정점,영업,201606,202301,202541.8101,447121.0253
스타벅스커피 서교동사거리,영업,201601,202301,192733.3762,450133.22
스타벅스 을지병원사거리점,영업,201504,202301,202468.1651,446326.897
스타벅스 광화문교보문고점,영업,202208,202301,197993.9046,452032.9586
스타벅스 가로수길점,영업,201310,202301,201842.0217,446774.2874
스타벅스마포이마트,영업,201201,202301,,
스타벅스포스코점,영업,201007,202301,205053.8257,444843.0261
스타벅스 아크로힐스 논현,영업,200912,202301,203502.7507,445197.6166
스타벅스 가산현대아울렛점,영업,202205,202301,190119.4634,441716.6846
스타벅스 양원역점,영업,202208,202301,209310.6071,456035.3879
스타벅스 노원상계점,영업,202210,202301,205308.9238,461020.6648
스타벅스 디지털미디어시티역점,영업,202205,202301,190976.7202,452652.6863
스타벅스 숙명여대정문점,영업,202208,202301,196831.4618,449320.3704
스타벅스 마곡웰튼점,영업,202203,202301,184496.438,451677.5754
스타벅스 뚝섬유원지역,영업,202203,202301,205945.9882,447862.352
스타벅스 강서NC점,영업,202109,202301,185824.4285,450866.2521
스타벅스 건국클래식점,영업,201206,202301,206217.4347,448506.2187
스타벅스 개포동점,영업,202304,202301,205300.8438,442296.3188
스타벅스 광화문점,영업,200202,202301,197837.6676,452107.2874
스타벅스 대학로점,영업,201301,202301,200059.3575,452693.7243
스타벅스 창동이마트점,영업,201906,202301,204107.0903,461072.6424
스타벅스 마곡역점,영업,202003,202301,184572.4139,450792.4818
스타벅스 경리단길점,영업,202206,202301,198806.8397,448482.5246
스타벅스 송파거여역점,영업,202206,202301,212638.4044,443502.4681
스타벅스 마곡나루역점,영업,201709,202301,184555.6892,451767.8335
스타벅스 마곡GMG점,영업,201704,202301,184824.2758,450916.7579
스타벅스 구역삼사거리점,영업,200805,202301,203367.6909,443747.4596
스타벅스용산아이파크몰점,영업,200410,202301,196762.0774,447480.0396
스타벅스SSG마켓도곡R,영업,200301,202301,204749.3045,443058.1947
스타벅스 강남비젼타워점,영업,201203,202301,202550.9219,443816.8734
스타벅스 동숭로아트점,영업,201109,202301,200275.4418,453409.1606
스타벅스 사당역점,영업,200912,202301,198280.6647,441811.9827
스타벅스아크플레이스,영업,200604,202301,203016.1838,444168.206
스타벅스 고대안암병원점,영업,202207,202301,202313.8508,453871.2647
스타벅스 구로구청점,영업,202206,202301,189925.8462,443503.1819
스타벅스국회의사당역점,영업,201610,202301,192585.6934,447295.1942
스타벅스여의도공원R,영업,201612,202301,193293.252,447448.3429
스타벅스여의도역R,영업,201602,202301,193165.4901,446797.3414
스타벅스커피 동여의도점,영업,201501,202301,193896.2821,446442.5714
스타벅스 합정푸르지오점,영업,202206,202301,192142.2714,449868.9646
스타벅스 아현역대로점,영업,202205,202301,195939.5038,450525.5454
스타벅스 수서역사거리점,영업,202109,202301,209052.0725,442797.1382
스타벅스 올림픽공원북2문점,영업,202107,202301,211309.3565,446899.8128
스타벅스 청량리역사점,영업,202104,202301,204081.2821,453187.3952
스타벅스 강남세곡점,영업,202104,202301,208771.13,440573.375
스타벅스 몽촌토성역점,영업,202007,202301,209929.5748,446085.1213
스타벅스 송파헬리오시티점,영업,202004,202301,,
스타벅스 강동구청DT점,영업,201906,202301,210872.7504,447441.9151
스타벅스 동대문디자인플라자점,영업,202210,202301,200806.1803,451624.0926
스타벅스 세종대로점,영업,202210,202301,197847.6597,451811.6308
스타벅스도곡공원점,영업,201708,202301,203579.748,443435.1584
스타벅스신용산역점,영업,201708,202301,,
스타벅스경희대삼거리점,영업,201705,202301,204524.9763,454361.7357
스타벅스답십리역점,영업,201704,202301,204447.6981,451803.5584
스타벅스 송파방이 DT점,영업,201609,202301,210591.6927,444928.2824
스타벅스 둔촌동점,영업,201603,202301,211769.2321,446732.6402
스타벅스서울타워점,영업,201602,202301,198994.0019,449630.9532
스타벅스 문화일보점,영업,200206,202301,197164.2265,451647.6741
스타벅스 송파사거리점,영업,201507,202301,209689.1546,444455.0269
스타벅스 신설동역,영업,201507,202301,202185.9385,452713.197
스타벅스커피 도곡역점,영업,201408,202301,205004.7797,443335.5182
스타벅스삼선교점,영업,201401,202301,200571.6309,454038.3821
스타벅스 올림픽아파트점,영업,201302,202301,211708.2647,445907.5829
스타벅스합정메세나몰,영업,201208,202301,192311.6426,449855.6439
스타벅스 성신여대점,영업,201204,202301,201557.0137,454536.0132
스타벅스 역삼럭키,영업,201201,202301,203413.9787,443341.6429
스타벅스숙대입구역점,영업,201103,202301,197451.0447,449107.8815
스타벅스 경희대점,영업,201009,202301,204595.4983,454513.1812
스타벅스남영동,영업,201609,202301,197477.9826,448957.2477
스타벅스커피 순천향입구점,영업,201305,202301,200429.934,447913.1431
스타벅스 마로니에공원점,영업,200912,202301,200137.1187,453249.5626
스타벅스 경희궁로점,영업,201907,202301,197484.9839,452162.3045
스타벅스건국대점,영업,201910,202301,206213.7053,448817.7952
스타벅스정부서울청사R,영업,201801,202301,197595.1613,452460.0546
스타벅스 독립문역,영업,201801,202301,196522.367,452140.273
스타벅스주얼리시티점,영업,200611,202301,199812.6096,452132.6483
스타벅스 종각점,영업,200607,202301,198567.9474,451965.8381
스타벅스 스페이스본점,영업,200801,202301,197181.3933,452458.8267
스타벅스적선점,영업,200209,202301,197629.279,452546.6215
스타벅스성대입구점,영업,200805,202301,199782.5422,453412.7926
스타벅스 안국점,영업,201406,202301,198662.7167,452786.9048
스타벅스 이마빌딩점,영업,201106,202301,198076.879,452402.1953
스타벅스 강북삼성병원1층점,영업,202107,202301,197111.9696,451776.4437
스타벅스 명동남산,영업,202010,202301,198735.0683,450940.7599
스타벅스 포포인츠 명동,영업,202107,202301,198996.3666,451477.7041
스타벅스 숭례문에스지타워,영업,202008,202301,,
스타벅스 청계크리스탈스퀘어점,영업,202203,202301,,
스타벅스 동대문두타점,영업,201909,202301,200703.6256,451836.4583
스타벅스 충무로역점,폐업,201105,20230,199393.7481,451020.3172
스타벅스 중구저동점,영업,201412,202301,199078.3726,451354.5064
스타벅스 한국프레스센터점,영업,201603,202301,197964.0955,451694.0357
스타벅스커피 미아사거리역점,영업,201412,202301,202647.3924,456612.3679
스타벅스커피 논현역점,영업,201409,202301,201751.1356,445484.5858
스타벅스 서소문로점,영업,201410,202301,,
스타벅스 동대입구역점,영업,201611,202301,200478.4265,450822.6102
스타벅스쌍문역점,영업,201312,202301,203008.3503,460663.6682
스타벅스 명동역,영업,201301,202301,198437.6434,450953.928
스타벅스 을지로내외빌딩R점,영업,201704,202301,198477.5172,451579.6342
스타벅스한남동R점,영업,201607,202301,200896.2084,448060.5027
스타벅스 용산파크타워점,영업,201701,202301,197338.9151,446893.4844
스타벅스커피 서울역동자동점,영업,201403,202301,197563.0698,449934.1578
스타벅스용산역써밋R점,영업,201802,202301,196861.3509,447226.7205
스타벅스동빙고점,영업,200808,202301,199205.4179,447415.0761
스타벅스 무교동점,영업,200203,202301,198055.2101,451729.379
스타벅스이촌점,영업,201709,202301,197921.8479,446264.3411
스타벅스 동부이촌동점,영업,201205,202301,197194.5335,446539.644
스타벅스숙대점,영업,199803,202301,197035.084,449151.7622
스타벅스효창공원앞역점,영업,201911,202301,,
스타벅스 용산전자랜드점,영업,202111,202301,196370.7464,447841.6988
스타벅스 포포인츠서울역점,영업,202111,202301,197525.4073,449844.3198
스타벅스 서울역서부점,영업,202006,202301,197142.9508,450296.5892
스타벅스 강남역신분당역사점,영업,202205,202301,202422.2517,443872.4845
스타벅스 강남논현점,영업,202112,202301,201996.425,445069.98
스타벅스용산리첸시아점,영업,202007,202301,197045.8495,448447.559
스타벅스쌍문도봉로점,영업,202104,202301,202855.4503,460322.9522
스타벅스 서울역사점,영업,202104,202301,197373.8399,450014.5379
스타벅스 무교로점,영업,202010,202301,198068.0599,451666.7326
스타벅스 을지로4가역점,영업,201911,202301,199693.3027,451535.8673
스타벅스 대한상공회의소R점,영업,201905,202301,197620.6489,450919.8743
스타벅스용산해링턴스퀘어점,영업,202012,202301,,
스타벅스이태원역점,영업,201809,202301,199472.627,448007.9612
스타벅스 서초구청점,영업,201801,202301,202591.5852,442462.7064
스타벅스 을지로국제빌딩점,영업,201707,202301,198365.141,451631.1876
스타벅스 신세계본점 5F,영업,201705,202301,198263.9084,450960.763
스타벅스 상왕십리역점,영업,201701,202301,202407.0875,451424.1977
스타벅스 대우재단빌딩점,영업,201705,202301,197738.779,450468.9431
스타벅스 미아점,영업,201704,202301,202521.2098,456141.6308
스타벅스 연세세브란스점,영업,201608,202301,197612.9951,450539.8577
스타벅스 을지로2가점,영업,201605,202301,,
스타벅스 신세계본점6F,영업,201605,202301,198253.896,450905.2845
스타벅스 청계산입구역점,영업,201603,202301,,
스타벅스 을지로경기빌딩,영업,201510,202301,198448.8484,451658.3045
스타벅스  양재역점,영업,201409,202301,203189.7761,442243.6914
스타벅스커피 신논현역점,영업,201404,202301,202020.5407,444789.8017
스타벅스 서초파라곤점,영업,201401,202301,202355.1981,443637.8891
스타벅스커피 강남에비뉴,영업,201303,202301,202044.6291,444504.1128
스타벅스 소공로점,영업,201301,202301,198232.0039,451276.3073
스타벅스 서울시청점,영업,201204,202301,198160.4203,451559.1843
스타벅스 을지로삼화타워,영업,201203,202301,198591.4875,451623.0202
스타벅스 서초동점,영업,201112,202301,201837.5694,442638.7807
스타벅스 금호역점,영업,201912,202301,201284.6117,449529.8716
스타벅스 서울숲역점,영업,201911,202301,203903.3536,448846.8202
스타벅스 회현역점,영업,201107,202301,198219.4753,450761.4438
스타벅스 뚝섬역점,영업,201711,202301,204270.5772,449354.5236
스타벅스 서소문배재,영업,201107,202301,197470.5355,451184.5912
스타벅스 성수,영업,202202,202301,204827.4331,449134.9947
스타벅스 KG타워점,폐업,201102,20230,197214.2058,451259.6719
스타벅스 남산단암점,영업,200909,202301,197761.3527,450694.3175
스타벅스 영동2교점,영업,200903,202301,203697.9224,442204.6013
스타벅스 몬테소리점,영업,200710,202301,202305.7023,444007.8968
스타벅스 강남삼성타운점,영업,200707,202301,202381.682,443713.8777
스타벅스순화동더?점,영업,200706,202301,197462.1988,450878.2118
스타벅스 옥수,영업,202109,202301,201110.397,448968.7953
스타벅스 환구단점,영업,200510,202301,198172.1511,451350.9692
스타벅스 하이브랜드점,영업,200503,202301,203204.7556,440136.7812
스타벅스 숭례문점,영업,200403,202301,197572.6089,450733.2113
스타벅스 퍼시픽 타워점,영업,200310,202301,197546.5912,451007.2804
스타벅스 태평로점,영업,200204,202301,197881.0821,451134.9937
스타벅스 어린이대공원역점,영업,201901,202301,206677.2816,449966.4181
스타벅스 건대스타씨티점,영업,200703,202301,206349.675,448396.9397
스타벅스커피 광나루점,영업,201308,202301,209301.8924,449461.5371
스타벅스커피 자양사거리점,영업,201501,202301,207202.1366,448365.6601
스타벅스커피 군자역점,영업,201404,202301,206896.6972,450515.5757
스타벅스(자양점),폐업,200604,20230,206043.3588,448141.6654
스타벅스 건대입구점,영업,200503,202301,206182.1106,448717.8934
스타벅스 이대역점,영업,202212,202301,195196.1406,450535.1987
스타벅스건대후문,영업,202201,202301,206469.2104,449306.2207
스타벅스 자양이마트점,영업,202008,202301,206349.675,448396.9397
스타벅스군자사거리점,영업,202104,202301,206899.7836,450618.3636
스타벅스올림픽대교북단점,영업,201709,202301,208353.0818,448772.0878
스타벅스커피 회기역사거리점,영업,201405,202301,204881.3132,454280.0406
스타벅스외대점,영업,200508,202301,205353.6245,454828.6061
스타벅스 삼성역점,영업,202206,202301,205720.2606,445222.4498
스타벅스 봉천역점,영업,202204,202301,194825.7446,442206.8933
스타벅스 진관DT점,영업,202204,202301,194292.7828,460868.3027
스타벅스 천호사거리점,영업,202007,202301,210830.1344,448618.9908
스타벅스 굽은다리역점,영업,202005,202301,212594.4291,449246.8776
스타벅스 망원한강공원점,영업,202111,202301,190871.2321,450149.7346
스타벅스 코엑스 별마당점,영업,202004,202301,205130.5917,445590.0968
스타벅스 불광역점,영업,201906,202301,193776.4135,456347.1316
스타벅스현대미아점,영업,200704,202301,202466.8011,456227.5717
스타벅스 관악서울대입구R점,영업,201905,202301,195749.8078,441904.518
스타벅스 한성대입구역점,영업,201112,202301,200362.9989,454081.3418
스타벅스 강동암사DT,영업,201902,202301,211419.2273,450316.3871
스타벅스 미아이마트점,영업,201909,202301,202555.3009,456503.0662
스타벅스 동국대점,영업,201805,202301,199797.9621,451014.4533
스타벅스 잠실대교 남단R점,영업,201703,202301,208688.1551,445954.1766
스타벅스 연신내점,영업,201702,202301,192859.3413,457545.7936
스타벅스 서울대역점,영업,201612,202301,195699.0482,442163.0961
스타벅스 강동역점,영업,201608,202301,211712.4293,448270.9577
스타벅스 낙성대DT점,영업,201607,202301,196846.6127,441555.9467
스타벅스종암점,영업,201510,202301,202932.3846,455431.2683
스타벅스커피 포스코사거리점,영업,201602,202301,205009.5644,445042.3254
스타벅스 안암역점,영업,201209,202301,202644.6523,453759.8867
스타벅스커피 명동입구,영업,201511,202301,198362.9933,451212.6208
스타벅스 명동길점,영업,201511,202301,198682.2617,451086.6679
스타벅스 서울중앙우체국점,영업,201510,202301,198346.5368,451039.715
스타벅스 구파발역점,영업,201507,202301,,
스타벅스 명동중앙로,영업,201504,202301,198671.6278,451253.6425
스타벅스 명동 중앙로,영업,201504,202301,198674.6736,451271.2187
스타벅스커피 길동역점,영업,201406,202301,212307.2402,448505.0944
스타벅스 종암DT점,영업,201805,202301,203117.2825,454401.3604
스타벅스 명동메트로,영업,201405,202301,198492.8019,451427.349
스타벅스 천호이마트점,영업,201402,202301,210996.4586,448531.8709
스타벅스 석촌호수점,영업,201312,202301,209228.4857,445247.3169
스타벅스 길음역점,영업,201911,202301,202166.019,455524.3515
스타벅스 상일동점,영업,201310,202301,,
스타벅스 성신여대정문,영업,201606,202301,201602.5906,454276.693
스타벅스 을지로한국빌딩,영업,201104,202301,198459.6563,451484.997
스타벅스 천호역점,영업,200905,202301,210921.8374,448409.2657
스타벅스 신림점,영업,200903,202301,193665.7688,442658.667
스타벅스이대이씨씨(ECC)점,영업,200804,202301,195287.7664,451143.7893
스타벅스 경기대점,영업,200605,202301,196801.6616,451267.8097
스타벅스 갤러리아 팰리스점,영업,200503,202301,208233.927,445435.2576
스타벅스 대한극장점,영업,200112,202301,199519.6498,450977.2505
스타벅스 장위뉴타운점,영업,202106,202301,204478.0069,457291.2989
스타벅스수유역점,영업,200410,202301,202262.0644,459520.7057
스타벅스 미아역점,영업,201204,202301,202280.2302,458199.6442
스타벅스 미아뉴타운점,영업,201610,202301,201794.7913,457341.5632
스타벅스커피 강북구청 사거리점,영업,201508,202301,202345.4044,459741.244
스타벅스 파라스파라서울점,영업,202108,202301,200704.5398,462416.3928
스타벅스 강일역점,영업,202207,202301,215259.7907,450595.4199
스타벅스커피 현대디큐브 B2,영업,201108,202301,190107.0454,445157.6264
스타벅스 천호대로길동점,영업,202009,202301,212059.9737,448068.6036
스타벅스커피 사당로데오점,영업,201509,202301,198353.8211,441680.7758
스타벅스커피 이수역점,영업,201407,202301,198409.5547,442707.3837
스타벅스 태릉입구역DT점,영업,202105,202301,206931.053,457432.6951
스타벅스 은평구청입구점,영업,201405,202301,193475.5671,455434.5453
스타벅스 연신내역사거리점,영업,201711,202301,193035.2791,457365.9117
스타벅스 구파발사거리,영업,201801,202301,,
스타벅스 구산역점,영업,201206,202301,192665.7816,456617.6642
스타벅스 왕십리역점,영업,201504,202301,202932.382,451169.5243
스타벅스은평이마트점,영업,200510,202301,192882.8377,455340.5406
스타벅스-한양대점,영업,200104,202301,203655.6456,450556.3843
스타벅스 왕십리역9번출구,영업,202211,202301,203046.421,450918.935
스타벅스 아현역점,영업,201706,202301,,
스타벅스 영등포시장역점,영업,202204,202301,191518.7556,446809.6327
스타벅스 충정로역점,영업,201202,202301,196662.3352,450999.9
스타벅스 선유도역1번출구점,영업,202103,202301,190530.3535,448453.6168
스타벅스충정타워,영업,201007,202301,196752.764,450838.5976
스타벅스 영등포시장교차로점,영업,202103,202301,191482.3878,446475.7663
스타벅스  성수낙낙점,영업,202009,202301,205784.4456,449451.9862
스타벅스 월계역점,영업,202002,202301,,
스타벅스타임스퀘어R점,영업,201910,202301,191385.0574,446098.5559
스타벅스 이대R점,영업,199907,202301,195155.2739,450692.2335
스타벅스상계초교사거리점,영업,201904,202301,205793.6276,461589.2557
스타벅스 월계트레이더스점,영업,201903,202301,205391.0704,458333.9892
스타벅스 공릉DT점,영업,201806,202301,206492.09,457601.6208
스타벅스 신림DT점,영업,201801,202301,191828.7797,442094.3295
스타벅스노원마들역점,영업,201709,202301,204957.5624,462039.1075
스타벅스 성수역점,영업,201707,202301,204962.6586,448995.7614
스타벅스공릉역점,영업,201707,202301,206312.6943,458229.345
스타벅스 황학사거리점,영업,201704,202301,,
스타벅스 홍제역점,영업,201703,202301,194977.3988,454045.3965
스타벅스영등포KT점,영업,201612,202301,191536.0371,447172.0534
스타벅스(선유동이레빌딩점),영업,201603,202301,190834.8799,447975.9314
스타벅스엔터식스점,영업,201305,202301,,
스타벅스 노원역점,영업,201303,202301,205226.6368,461377.8231
스타벅스월계이마트점,영업,201301,202301,205391.0704,458333.9892
스타벅스중계역점,영업,201212,202301,205415.9763,460644.6394
스타벅스 노원케이티(KT)점,영업,201207,202301,205550.9084,461343.0622
스타벅스광운대점,영업,201204,202301,205285.166,457869.1451
스타벅스커피 코리아 영등포본동점,영업,201007,202301,191935.8472,446275.9613
스타벅스신세계타임스퀘어B2점,영업,201006,202301,191581.5003,446108.8072
스타벅스신세계타임스퀘어1F점,영업,200908,202301,191581.5003,446108.8072
스타벅스 성수이마트점,폐업,200812,20230,204614.2727,448607.4413
스타벅스 은행사거리점,영업,200802,202301,206636.1084,460903.983
스타벅스 홍대역8번출구점,영업,202101,202301,193229.0925,450500.6866
스타벅스상암디지털큐브점,영업,201503,202301,190144.1432,452658.5259
스타벅스커피홍대역,영업,201310,202301,193185.6339,450550.6759
스타벅스커피상암사보이시티,영업,201605,202301,190086.6254,453231.4277
스타벅스커피서강대점,영업,201406,202301,194432.4475,450033.1213
스타벅스커피 상암MBC점,영업,201406,202301,190282.7592,453213.1985
스타벅스커피동교점,영업,201307,202301,192861.0646,450513.2473
스타벅스마포용강동점,영업,201810,202301,194830.0064,448772.7949
스타벅스커피합정,영업,201606,202301,192171.2354,449751.487
스타벅스마포일진빌딩점,영업,200809,202301,195189.0438,448689.2062
(주)스타벅스커피코리아 망원역점,영업,201012,202301,192045.4279,450395.2447
스타벅스상암DMC점,영업,200710,202301,190268.3507,452810.7427
스타벅스 서강대프라자점,영업,201910,202301,194564.2772,449886.7004
스타벅스 상암YTN점,영업,201904,202301,190417.7464,452995.2772
스타벅스 합정폴리스R,영업,201805,202301,192311.6426,449855.6439
스타벅스커피 서강대흥역,영업,201611,202301,194765.4466,449557.8423
스타벅스공덕,영업,201801,202301,195775.0185,449299.5214
스타벅스커피목동5단지점,영업,201305,202301,189519.8625,448282.2561
스타벅스목동오목로점,영업,201609,202301,188301.0806,447086.728
스타벅스목동8단지점,영업,201612,202301,188335.8559,446489.6747
스타벅스신월IC DT점,영업,201507,202301,185099.9627,447489.5342
스타벅스 오목교역점,영업,201507,202301,189031.8299,446838.0867
스타벅스 목동점,영업,200407,202301,189197.5061,448244.5232
스타벅스커피목동파라곤점,영업,201010,202301,188895.8441,447480.9796
스타벅스커피 목동7단지점,영업,201411,202301,188494.599,447318.6605
스타벅스 목동파리공원점,영업,201910,202301,189224.6847,448126.3704
스타벅스 목동행복한점,영업,201808,202301,188977.1711,447466.355
스타벅스 목동트라팰리스점,영업,202007,202301,188472.7592,447091.856
스타벅스 등촌역점,영업,201810,202301,188272.4726,449639.4848
스타벅스 발산역사거리점,영업,201909,202301,185344.2089,450697.1785
스타벅스 숭례문북창점,영업,201810,202301,197895.4912,451035.703
스타벅스 화곡DT점,영업,201610,202301,187838.2316,448093.6329
스타벅스커피 발산역점,영업,201402,202301,185732.4244,450884.5288
스타벅스커피 염창역점,영업,201312,202301,188843.429,449461.1525
스타벅스 강서우장산점,영업,202207,202301,185432.7672,449342.4335
스타벅스커피 까치산역점,영업,201209,202301,186327.695,447795.9403
스타벅스 가양역점,영업,201703,202301,186966.0362,451047.2873
스타벅스 방화DT,영업,201712,202301,183704.3002,452482.3973
스타벅스커피 화곡동점,영업,201503,202301,185574.9372,448716.2747
스타벅스 내발산점,영업,202111,202301,185487.6418,450280.8586
스타벅스 가양역사거리점,영업,202107,202301,187160.6656,450873.0171
스타벅스 마곡사이언스타워R점,영업,201807,202301,185259.1853,450932.3598
스타벅스 등촌대로점,영업,202102,202301,,
스타벅스 마곡나루공원점,영업,202104,202301,184219.2372,451641.2055
스타벅스 정동점,영업,202105,202301,197301.1261,451816.0382
스타벅스 중화역점,영업,202012,202301,206852.3902,455508.596
스타벅스 묵동점,영업,202006,202301,206715.541,457004.8747
