,사업장명,인허가일자,폐업일자,좌표정보(X),좌표정보(Y)
406,모래내시장(주),19871024,20300101,192503.128282531,452051.272452155
407,(주)에브리데이리테일 창동점,20110926,20300101,203027.627111443,460124.418353378
408,그랜드백화점(주)마트화곡점,20040503,20300101,186786.622461585,450297.70265223
409,롯데슈퍼 쌍문4동 가맹점,20120326,20191111,202472.188994485,460959.462860458
410,롯데쇼핑(주)VIC마켓도봉점,20020620,20201130,203920.444016775,462830.484935873
411,(주)이마트에브리데이 상계역점,20220318,20300101,206616.300077726,461867.94710054
412,홈플러스(주)익스프레스 공릉점,20120326,20300101,206222.082661025,458423.440177534
413,(주)지에스리테일 GS슈퍼 노원월계점,20111229,20300101,205984.15211292,457275.799282625
414,(주)이마트에브리데이 공릉동점,20111229,20300101,207311.175792021,457610.711998051
415,세이브존,20070806,20300101,206044.776421388,459360.877718439
416,홈플러스(주) 중계점,20011207,20300101,205985.953324881,459730.43776924
417,오피앙,20040226,20300101,204772.500639238,464208.305428933
418,이마트타운 월계점,20040906,20300101,205391.070378059,458333.989216339
419,롯데마트 중계점,20041213,20300101,206132.432496938,460549.311157153
420,와우패션클럽,20051202,20300101,205557.013355638,461441.687971047
421,건영옴니백화점,20070419,20300101,205645.891969072,459609.012509743
422,노원아이파크 상가,20100709,20300101,206033.023278317,461935.33920381
423,(주)지에스리테일 GS수퍼상계점,20110621,20300101,205715.538939251,462416.211580109
424,유경데파트,19960918,20300101,206719.586259379,460669.836412326
425,홈플러스익스프레스 용강점,20111206,20300101,194695.797060075,448818.967990515
426,공릉종합상가,19971120,20300101,206578.976039388,457736.364674901
427,홈플러스(주)익스프레스 중계점,20040601,20300101,206490.247358174,460830.615360327
428,롯데백화점 상계점,19991229,20300101,205320.28476675,461419.881795004
429,세이브존,20021114,20300101,205994.811815848,459502.645279682
430,신세계 이마트 월계덤,20050329,20300101,205391.070378059,458333.989216339
431,신세계 이마트 월계점,20050329,20300101,205391.070378059,458333.989216339
432,세이브존,20050527,20300101,205994.811815848,459502.645279682
433,상계중앙시장,19721207,20300101,,
434,(주)지에스리테일  공릉점,20040102,20160331,207577.515810212,457741.465197875
435,(주)지에스리테일 GS수퍼상계중앙점,20110621,20110719,206033.023278317,461935.33920381
436,수일시장,19600216,20300101,,
437,팜스퀘어,20050901,20300101,193661.732383169,456379.193899276
438,대림시장,20071221,20300101,192661.661318718,453828.585982771
439,개봉제일시장,19761228,20300101,,
440,연서시장,19750304,20300101,193042.519283201,457459.367971725
441,롯데쇼핑(주)롯데슈퍼범서점,20110916,20300101,193035.279146132,457365.911737494
442,응암시장,19700912,20300101,192738.381117433,454678.898500315
443,대호프라자상가,19701224,20300101,194002.701726955,456937.542510222
444,불광미성상가,19881123,20300101,193600.888431741,456957.233580498
445,홈플러스(주)익스프레스 신사점,20120206,20300101,192012.208564616,455177.704494531
446,홈플러스 익스프레스 갈현점,20120323,20300101,191953.940215578,456960.687756827
447,범서쇼핑,19910418,20300101,193035.279146132,457365.911737494
448,현대화유통기업(주),19840806,20300101,,
449,(주)미소종합유통,19950920,20300101,,
450,서부종합시장,19710923,20091026,192773.974598512,455630.884111772
451,(주)이마트 수색점,20090928,20300101,190977.850603548,453037.787995874
452,(주)이마트 은평점,20011031,20300101,192882.837727443,455340.54056388
453,홈플러스(주)익스프레스구산점,20110725,20300101,192563.874496397,456570.084566278
454,홈플러스(주)익스프레스응암점,20110811,20300101,192674.132684249,454664.166810326
455,홈플러스(주)익스프레스 불광점,20111219,20300101,194003.88391829,457260.736492005
456,증산시장,20030722,20300101,191545.050373675,453244.229758597
457,대림시장,19790605,20300101,,
458,신세계이마트 은평점,20011101,20300101,192882.837727443,455340.54056388
459,신세계이마트 은평점,20011101,20300101,192882.837727443,455340.54056388
460,"불광시장(법인, 대표자, 관리자변경)",20050715,20300101,,
461,갈현시장,19650531,20180417,192640.073875,457921.155872
462,(주)이마트 에브리데이 불광동점,20110920,20121004,193936.125681025,456673.805557751
463,롯데쇼핑(주)롯데슈퍼갈현점,20110916,20170630,192809.366974137,457275.285596868
464,롯데쇼핑(주)롯데슈퍼연신내점,20110916,20160928,192859.341264055,457545.793599332
465,홈플러스(주) 익스프레스 역촌점,20120321,20210121,192920.728012559,456218.215950436
466,대조시장,19630527,20300101,,
467,불광시장(주),19700123,20300101,,
468,롯데몰 은평,20160427,20300101,192655.756373115,459477.20943887
469,서부종합시장,20091105,20300101,192773.974598512,455630.884111772
470,현대백화점 신촌점,19921119,20300101,194265.067639805,450433.691021245
471,신촌 밀리오레,20060919,20300101,194798.458435966,450837.051726331
472,예스에이피엠,20070809,20300101,195063.820722531,450597.874088644
473,연희슈퍼마켓,19990429,20300101,193716.339877929,451653.563671802
474,(주)GS리테일 북가좌점,20120326,20300101,192000.945942229,452848.009128439
475,삼성테스코(주)홈플러스강서점,20060210,20300101,187119.948165892,450691.593173724
476,GS THE FRESH 신촌숲아이파크점,20190724,20300101,194158.70131685,449853.982367014
477,이마트에브리데이 홍은점,20210729,20300101,195280.710219904,455193.014698844
478,GS THE FRESH 남가좌디엠씨점,20210716,20300101,192728.938667675,452585.54164581
479,롯데슈퍼 유진점(X),20180412,20300101,194850.361025035,454344.432517428
480,홈플러스(주) 익스프레스 북가좌점,20130616,20300101,192301.135452392,453354.065487403
481,GS THE FRESH 마포염리점,20210422,20300101,195243.086998177,450223.927419359
482,홈플러스익스프레스 연남점,20120417,20300101,192899.605749281,451360.660991625
483,스타피카소 아울렛,20080331,20300101,193282.130799848,450549.280167182
484,마포시장,19770715,20300101,195804.563731799,449216.311329217
485,진솔물산,19970630,20300101,202557.007830645,443648.622539856
486,롯데슈퍼 마포점,20120322,20300101,193981.312705953,449301.692398118
487,AK PLAZA 홍대,20180814,20300101,193285.549735897,450808.571641119
488,(주)이마트 마포점,20101223,20300101,195878.741538,449214.253265
489,(주)이마트 마포점,20101223,20300101,195808.904523588,448910.741283532
490,홈플러스 합정점,20110106,20300101,192414.026879919,450075.489802
491,동진시장,19740605,20300101,193456.606360958,451125.467333415
492,홈플러스(주)월드컵점,20030521,20300101,191010.381048042,451972.154018501
493,공덕시장,19740414,20300101,195810.079475465,449173.775965909
494,합정시장,19700729,20300101,192257.393762526,449554.484192321
495,정도진흥기업(주),19940510,20300101,194273.598098938,450318.724130121
496,성산시장,19740528,20300101,,
497,영진시장,19720622,20300101,192214.380853693,450136.910982644
498,신수시장,19720913,20300101,194236.734674521,449243.162717684
499,성산프라자(마포영화블렌하임),20091112,20300101,191651.529315787,450694.803472189
500,YZ Park 홍대점,20110729,20300101,193296.791432042,450562.931242819
501,홈플러스익스프레스 도화점,20111212,20300101,195669.217619713,448393.658663222
502,서교시장,19720719,20300101,193009.20810189,450142.186927747
503,마포농수산물시장,19980718,20300101,190931.000875925,451427.722144609
504,마포종합시장(서강한화오벨리스크),20070507,20300101,193905.437192262,449372.496499689
505,마포농수산물시장,20050224,20300101,190931.000875925,451427.722144609
506,마포트라팰리스 아케이드,20060516,20151118,195266.07314617,448799.641804029
507,염리시장,19760116,20151228,195236.100682981,449819.816379696
508,신촌상가,19710520,20190215,194158.369649874,450273.194140715
509,롯데슈퍼 신촌점,20090618,20220119,194219.19139038,450346.609802096
510,홈플러스익스프레스 망원점,20111213,20140107,192018.039124439,450449.030804033
511,신교시장,20051007,20150416,192577.990805265,450569.670545853
512,홍대복합역사 상업시설,20180813,20300101,193565.900355472,450545.668460987
513,롯데프레시 신정점,20120523,20300101,186071.979697827,445297.986765501
514,(주)이마트 신월점,20120531,20300101,184796.999053109,448625.389554748
515,홈플러스(주)익스프레스 신정점,20110630,20300101,186934.14769332,446336.680481997
516,(주)이마트에브리데이 목동점,20120531,20300101,188580.483661607,447750.845210817
517,목동시장아울렛,19810923,20300101,188117.351835882,448552.989897945
518,우성상가시장,19880919,20300101,185221.95790954,446727.354964214
519,현대백화점목동점,20020809,20300101,188884.075622342,447186.888604306
520,행복한백화점,20040604,20300101,188977.171050288,447466.355031447
521,신정동세양청마루2차상가,20081016,20300101,187954.189632117,445124.131588947
522,홈플러스(주)목동점,20081103,20300101,188729.190478822,447572.610039376
523,(주)지에스리테일 신정2점,20110915,20300101,187954.189632117,445124.131588947
524,홈플러스(주)익스프레스 목동2점,20110915,20300101,187788.82257199,449204.635182585
525,홈플러스(주)익스프레스 신정3점,20120410,20300101,187619.993071747,445879.054862903
526,신한이모르젠상가,19760616,20300101,187955.121454906,449649.016215774
527,목2동시장상인회,20070129,20300101,188635.230900983,449396.806374349
528,목4동시장상인회,20050504,20300101,,
529,경창시장상인회,20050504,20300101,,
530,목3동시장상인회,20060906,20300101,,
531,신영시장상인회,20060607,20300101,,
532,(주)이마트 목동점,20110520,20300101,188551.299139509,447076.288051741
533,신세계이마트(공항점),20030123,20300101,,
534,목동에버하임,20200526,20300101,,
535,(주)이마트에브리데이 목동역점,20210826,20300101,187929.395106977,446964.609090888
536,신한이모르젠상가,20060328,20300101,187955.121454906,449649.016215774
537,(주)이마트SSG목동점,20150422,20180131,189062.0,446850.0
538,롯데쇼핑(주)롯데슈퍼 신목동점,20120523,20131014,187523.574256064,446408.633352149
539,롯데쇼핑(주)롯데슈퍼목동점,20110915,20200930,187889.318611598,447351.606624409
540,롯데쇼핑(주)롯데슈퍼신정점,20110915,20141130,187769.95711697,447053.907321165
541,(주)이랜드리테일,20061101,20081031,188729.190478822,447572.610039376
542,신세계 이마트 목동점,20090323,20110519,,
543,(주)신세계이마트 목동점,20100405,20110519,188551.299139509,447076.288051741
544,목동에버하임,20200529,20300101,,
545,노브랜드 강서가양점,20170330,20300101,186374.463682775,451431.251130887
546,이마트에브리데이 마곡점,20170617,20300101,184498.0,451786.0
547,롯데쇼핑㈜ 마켓999 양천향교역가맹점,20170814,20300101,185798.0,451778.0
548,㈜이마트에브리데이 양천향교역점,20171011,20300101,186080.902016621,451971.178722228
549,노브랜드 강서마곡점,20180730,20300101,184386.0,451226.0
550,(주)이마트에브리데이 화곡동점,20120312,20300101,186456.187657133,449645.45192818
551,롯데쇼핑(주)롯데슈퍼화곡3동점,20111005,20300101,185731.051239902,448913.76093431
552,(주)공항시장,20040219,20300101,,
553,홈플러스(주) 익스프레스 화곡점,20110701,20300101,185681.122656637,448813.441620263
554,(주)공항시장,19700820,20300101,,
555,홈플러스(주) 강서점,20050826,20300101,187119.948165892,450691.593173724
556,(주)이마트 가양점,19991228,20220927,187761.194273879,450640.214509068
557,삼정프라자,20050907,20300101,183315.556652953,452204.165533971
558,강서 뉴타워,20130617,20300101,185384.322720871,448552.124723353
559,(주)지에스리테일 염창점,20150323,20300101,188680.48304204,449829.694259357
560,홈플러스(주) 가양점,20081031,20300101,186687.131804431,451342.773451086
561,송화시장,20090305,20300101,185431.066605778,449714.813765198
562,스페이스프라자,20060519,20300101,188692.033242329,449699.83258499
563,홈플러스익스프레스 화곡2점,20120410,20300101,186614.431263557,449481.253638067
564,화곡중앙시장,19871030,20221004,185745.73257287,448140.292711073
565,방신종합시장 재건축조합,20020801,20300101,183315.556652953,452204.165533971
566,(주)이랜드리테일홈에버가양점,20001006,20300101,186687.131804431,451342.773451086
567,롯데쇼핑(주)롯데슈퍼 염창2점,20120329,20211112,188320.272052969,449937.289956105
568,(주)에브리데이리테일 발산동점,20120312,20120730,185508.995216,450225.175796
569,GS수퍼마켓 강서방화점,20110819,20120727,183124.298223484,451762.949220308
570,롯데쇼핑(주)롯데슈퍼 염창점,20120329,20140822,188564.428051183,450381.673344615
571,그랜드백화점(주)마트강서점,19991216,20120201,185732.424363656,450884.528795882
572,테크노스카이시티,20030403,20160401,182735.786874703,451591.610813727
573,대지종합유통물류시장,20021025,20180201,185994.964119824,451596.45849391
574,(주)이마트 공항점,20030123,20141016,182141.205465089,451078.47991
575,아름다운아울렛,20100415,20181226,186966.036176588,451047.287263879
576,개봉프라자,19930527,20300101,,
577,라이프공구종합상가,19940330,20300101,,
578,고척시장,19711019,20300101,,
579,배영설비(주),19720121,20300101,,
580,고척산업용품상가,19861101,20300101,187619.596959162,444186.923109714
581,사모아종합상가,19890320,20300101,189052.101789082,443748.279289935
582,서울구로기계공구상가,19960627,20300101,,
583,공구상가일번지,19980114,20300101,,
584,일이삼전자타운,19981126,20300101,187826.698183821,443925.52468616
585,삼익쇼핑센타,19861210,20300101,186015.738369848,443657.614265375
586,(주)이마트 여의도점,20110523,20300101,193393.096553574,446218.443828439
587,중앙유통단지,19980512,20300101,188840.515865617,444306.771104527
588,홈플러스(주) 신도림점,20070813,20300101,190005.132500398,445250.538868558
589,서울구로기계공구상가,19960627,20300101,189277.761702183,444671.551731639
590,라이프공구상가,19940330,20300101,188907.966108621,444898.367647601
591,고척산업용품상가,19861101,20300101,187619.596959162,444186.923109714
592,개봉프라자,19930527,20300101,186769.616926353,444433.221606826
593,고척스카이프라자,19711019,20300101,187798.86926511,444629.704821749
594,개봉제일시장,19761228,20300101,186968.288544829,442651.907780511
595,(주) 이마트 신도림점,20070927,20300101,190232.524534335,444978.682746138
596,나인스에비뉴,20071108,20300101,189682.799434964,444193.860003095
597,사모아종합상가,19890320,20300101,189052.101789082,443748.279289935
598,신도림 테크노마트,20071119,20300101,190232.524534335,444978.682746138
599,가야쇼핑,19751226,20300101,193750.825947451,442753.219280937
600,(주)이마트 구로점,19990727,20300101,190901.977946718,442466.813410528
601,홈플러스 익스프레스 개봉점,20120420,20300101,187158.443830013,443952.561879682
602,홈플러스 익스프레스 서울구로점,20120620,20300101,188674.995072188,443749.503020388
603,구로시장,19620925,20300101,,
604,오류시장,19681023,20300101,,
605,주식회사 현대백화점 디큐브시티,20110810,20300101,190107.045415333,445157.626366229
606,(주)이마트에브리데이 개봉동점,20110919,20300101,187009.804317689,443302.607792578
607,홈플러스 익스프레스 서울오류점,20120420,20300101,185756.174922711,443268.099008657
608,동국종합상가,19930115,20300101,187718.801171032,444056.996752313
609,공구상가일번지,19980114,20300101,189134.15447044,444274.729874348
610,일이삼전자타운,19981126,20300101,187826.698183821,443925.52468616
611,애경백화점,19930830,20300101,189570.360930049,444336.051330144
612,동국종합상가,19930107,20300101,187718.801171032,444056.996752313
613,롯데마트 구로점,20050601,20300101,188669.484398215,444010.738380277
614,롯데마트 구로점,20050601,20300101,188669.484398215,444010.738380277
615,비엔큐홈(구로점),20050601,20300101,188669.484398215,444010.738380277
616,일이삼전자타운,20051115,20300101,187756.919450472,443962.832747371
617,삼익쇼핑센터,19861210,20300101,186015.738369848,443657.614265375
618,중앙유통단지,19980512,20300101,188840.515865617,444306.771104527
619,(주)신세계이마트구로점,20050331,20300101,190901.977946718,442466.813410528
620,(주)신세계이마트구로점,20050331,20300101,190901.977946718,442466.813410528
621,이천일아울렛구로점,20051118,20300101,187785.840457798,443997.135869884
622,롯데쇼핑(주) 롯데마트 구로점,20070828,20201227,188669.484398215,444010.738380277
623,롯데쇼핑(주) TRU구로점,20071119,20120502,188669.484398215,444010.738380277
624,AK PLAZA,19930830,20191014,189570.360930049,444336.051330144
625,고척아이파크쇼핑센터,20220318,20300101,,
626,이마트구로점,19990727,20300101,,
627,롯데캐슬 골드파크 4차 마르쉐도르 960,20190410,20300101,,
628,럭키남서울상가,19820114,20300101,191026.637157812,438701.205634976
629,시흥중앙철재상가,19870331,20300101,191390.785127877,437280.574150819
630,시흥산업용재유통센타,19870626,20300101,191384.606290141,437986.940834791
631,유창상가,19940314,20300101,190771.595589599,440515.66903538
632,대명합동시장,19771210,20300101,191262.621370792,439137.99206467
633,홈플러스(주) 금천점,20031002,20300101,190809.507840375,440728.382273075
634,롯데쇼핑(주) 아울렛 가산점,20151229,20300101,189722.178532426,441920.972770099
635,롯데캐슬 골드파크 2차 마르쉐도르,20171205,20300101,190567.418315661,439569.401459017
636,시티렉스,20041002,20300101,190858.649482406,440808.541334678
637,푸른터시장,20070719,20300101,191210.51770388,441768.833867706
638,시흥산업용재유통센터,20170407,20300101,191226.287379467,437914.06299827
639,홈플러스 시흥점,20081024,20300101,191152.432649234,438865.160717275
640,홈플러스(주)익스프레스 가산점,20120410,20300101,190527.918536528,441484.865931033
641,(주)이랜드리테일 홈에버 시흥점,20020618,20300101,191152.432649234,438865.160717275
642,남문시장,20050826,20300101,191127.423978879,441203.919968343
643,현대시장,20070501,20300101,191224.607415902,439247.719038249
644,박미종합시장,19800913,20170630,191497.590452952,437562.242368734
645,플라자 카멜리아,20021024,20121123,191823.026849977,438834.378061101
646,롯데쇼핑(주)롯데슈퍼독산점,20110928,20210216,190901.481378795,441536.391463324
647,(주)원신더블유몰,20070208,20300101,189997.455663258,441687.841171831
648,현대아울렛,20130319,20300101,190119.463375612,441716.684586176
649,홈플러스(주)익스프레스 독산점,20120410,20150121,191290.582375374,440402.04012719
650,롯데쇼핑(주)롯데슈퍼 시흥점,20120507,20161226,191917.450107657,438699.77460936
651,시흥중앙시장,19730912,20300101,191823.026849977,438834.378061101
652,삼성테스코(주)홈플러스 금천점,20031002,20300101,190809.507840375,440728.382273075
653,삼성테스코(주)홈플러스 금천점,20031017,20300101,190809.507840375,440728.382273075
654,홈플러스(주) 영등포점,20011203,20300101,190729.506453391,446227.07504062
655,로데오 왁,20030331,20300101,190644.120684734,446104.925181837
656,코스트코 홀세일,20051111,20300101,190408.509134733,447298.022173646
657,영신상가,20070322,20300101,191691.167905721,446411.007064006
658,코스트코홀세일,19941007,20300101,190408.509134733,447298.022173646
659,영등포지하상가,19970916,20300101,,
660,한화스토아여의점,19750609,20300101,,
661,홍익상가,19871127,20300101,,
662,도림시장,19691231,20300101,,
663,양남시장,19680220,20300101,190307.528282719,446742.556303998
664,신동시장,19730630,20300101,,
665,대신시장,19650528,20300101,192643.702398007,445431.520857116
666,대림시장,19700527,20300101,,
667,두암종합시장,19840823,20300101,190916.911377676,443681.766720649
668,영등포농축수산물쎈타,19961203,20300101,,
669,영등포역앞지하상가,19800409,20300101,,
670,영등포로타리지하상가,19830909,20300101,,
671,동남시장,19710809,20300101,191590.878296395,446489.41953806
672,영일시장,19740515,20300101,,
673,룩스쇼핑센터,20080424,20300101,191087.758954321,446157.437289242
674,신세계 이마트 여의도점,20080507,20300101,193393.096553574,446218.443828439
675,타임스퀘어,19940826,20300101,191385.057392247,446098.555926507
676,홈플러스(주) 익스프레스 신길점,20120326,20300101,192275.299730624,443891.073398846
677,아이에프씨몰(IFC Mall),20120613,20300101,193326.931018911,446973.914570276
678,두암상가,20130902,20300101,190916.911377676,443681.766720649
679,썬프라자,19820422,20300101,191800.728214995,443809.773854649
680,홈플러스(주) 익스프레스 도림점,20110630,20300101,191157.139334361,444953.005202762
681,홈플러스(주) 익스프레스 신길3점,20111002,20300101,191936.254364904,444885.168731883
682,홈플러스(주) 익스프레스 신길2점,20111002,20300101,192712.769279545,445770.103022217
683,THE HYUNDAI SEOUL,20200102,20300101,193592.000380036,447092.629432527
684,영등포 중흥 에스클래스,20201012,20300101,189877.032334127,446801.78225662
685,63씨티,19850727,20300101,194632.526367463,446401.926526228
686,(주)LG,19870423,20300101,193674.743726431,447296.226305826
687,메트하임,20180614,20200320,192558.271784626,444233.81892942
688,코레일유통주식회사,19821020,20090825,191272.12099068,447064.885774633
689,롯데슈퍼 대림점,20111122,20300101,190721.417931753,444571.769293729
690,(주)사러가,19650621,20190304,192041.032768335,444884.804266378
691,(주)신영사러가,19671226,20190304,191994.505086626,444933.158731651
692,영등포기계상가,19890202,20200924,189877.032334127,446801.78225662
693,롯데슈퍼 썬프라자점,20111122,20201014,191800.728214995,443809.773854649
694,홈플러스(주) 익스프레스 양평점,20111002,20140508,189785.752470051,446796.882113561
695,영등포 점프밀라노,20051201,20300101,191580.646388785,446320.718339983
696,대림쇼핑타운,19931130,20300101,193273.484014052,445011.250115029
697,해가든프라자,20110713,20300101,196587.030630143,444939.455414947
698,홈플러스(주) 익스프레스 상도점,20110714,20300101,194064.994071226,444089.838269412
699,홈플러스(주) 익스프레스 남성점,20110826,20300101,197507.834447319,442470.92961062
700,성대종합시장,19791218,20300101,193896.384765772,444196.484790728
701,(주)이마트에브리데이 대방동점,20111004,20300101,193699.189949205,444190.844599349
702,(주)이마트 이수점,20111004,20300101,198202.472533419,442471.241038085
703,(주)이마트에브리데이 상도동점,20111004,20300101,194963.274671696,444866.845573417
704,(주)이마트에브리데이 사당동점,20120131,20300101,197802.054854046,443049.47147487
705,(주)홈플러스 대방점,20120327,20300101,193393.306385172,445577.513247441
706,홈플러스 익스프레스 상도2점,20120424,20300101,195489.423430508,444995.675592494
707,홈플러스 익스프레스 상도3점,20120424,20300101,194941.030627361,443848.078951741
708,(주)지에스리테일 상도 엠코타운점,20140905,20300101,195585.914045797,443690.595413251
709,롯대슈펴 신대방점,20160603,20300101,192170.155815215,443599.41901313
710,신대방우성상가,19891201,20300101,192113.200600983,443344.373525343
711,서울노량진종합시장,20041218,20300101,194571.152376388,445790.549860682
712,서울노량진종합시장,20050119,20300101,194807.845295028,445901.413432497
713,태평백화점,19951020,20300101,198303.527071078,442742.422887932
714,롯데쇼핑(주) 롯데슈퍼 상도3동점,20111004,20181025,194250.710026163,444556.425220128
715,(주)지에스리테일 GS수퍼 사당점,20120406,20220128,197802.054854046,443049.47147487
716,롯데쇼핑(주)롯데슈퍼 사당점,20120413,20150630,198259.042471994,441696.145605791
717,(주) GS리테일 GS수퍼 사당태평점,20180827,20220128,198303.527071078,442742.422887932
718,신림중앙시장,19780807,20300101,192096.349629652,442339.213626523
719,일성트루엘상가,20140123,20300101,194203.825172,441229.929157
720,우림시장,19770108,20300101,192893.347466833,440903.81963928
721,관악쇼핑,20150709,20300101,196338.0,442951.0
722,원당종합시장,19800828,20300101,196912.833572618,441358.893188526
723,홈플러스 익스프레스 봉천점,20111019,20300101,195274.343265834,442663.498606503
724,(주)이마트에브리데이 봉천동점,20111026,20300101,194770.417438694,442676.831360439
725,(주)천성세이브마트,19991207,20300101,192674.885947244,441352.743493574
726,홈플러스 서울남현점,20130627,20300101,198449.002171,441337.858961
727,타임스트림,20090204,20300101,193754.427350029,442407.201247108
728,(주)지에스리테일 관악점,20110810,20300101,195431.465419568,441896.302934956
729,(주)지에스리테일 낙성대점,20110901,20300101,196501.159765837,441640.881044209
730,봉일시장,19701203,20300101,194486.270488664,442632.469540589
731,봉일시장,19711222,20300101,194486.270488664,442632.469540589
732,봉천현대시장,19720129,20300101,195206.056916766,442716.301708689
733,관악프라자,19881023,20300101,195963.335274799,442381.536010445
734,관악현대상가,19920826,20300101,196257.833652996,443341.379446435
735,신림현대종합상가,19930701,20300101,193957.944323928,441437.774867372
736,하이브랜드,20050228,20300101,203204.755637424,440136.781183797
737,르네상스쇼핑몰(주),20040922,20300101,193746.833837509,442510.775085572
738,라붐아울렛,20060825,20300101,195703.043681259,442094.085759338
739,관악종합시장,19691015,20300101,,
740,르네상스쇼핑몰(주),20050215,20300101,193746.833837509,442510.775085572
741,르네상스쇼핑몰(주),20050215,20300101,193746.833837509,442510.775085572
742,관악종합시장,20051129,20300101,193580.366498464,442144.670802989
743,홈플러스 익스프레스 신림점,20111102,20200305,194457.492960109,440910.563872941
744,롯데쇼핑(주)롯데슈퍼 남현2점,20120521,20160926,197790.079787758,441231.59187991
745,롯데쇼핑(주)롯데슈퍼 방배점,20120518,20300101,198660.616347373,443855.573402136
746,엘루체,20070720,20300101,198791.788015494,444392.672548989
747,무지개쇼핑,19800802,20300101,202216.049985624,443352.024569293
748,국제전자도매센타,19970329,20300101,201501.672660443,442505.573142545
749,반포프라자,19971029,20300101,198776.113460442,444432.325191038
750,신동아종합상가,19810723,20300101,202250.14517858,443143.784571728
751,방배종합시장,19830430,20300101,198492.797210723,442199.268340209
752,신반포종합시장,19771105,20300101,199448.513021585,444800.550772527
753,신사쇼핑,19820531,20300101,201230.693449214,445992.459343379
754,대림서초리시온,19781114,20300101,201295.700037578,443474.524864903
755,아크로비스타 아케이드,20050225,20300101,201107.634736928,443999.067092566
756,교보타워 지하아케이드,20030501,20300101,202058.674687128,444618.16731522
757,이수시장,19761211,20300101,198984.364832071,443229.835878514
758,코스트코코리아,20001209,20300101,203123.870437513,439984.847528537
759,반포프라자,19971029,20300101,198776.113460442,444432.325191038
760,무지개종합상가,19790216,20300101,202245.377899369,442987.986999742
761,터미널상가,19820408,20300101,200554.74395758,444811.364826199
762,(주)이마트 양재점,20050330,20300101,203204.755637424,440136.781183797
763,대림상가,19791212,20300101,,
764,서초쇼핑,19890605,20300101,201472.668856726,444193.267014675
765,한양스토아,19821112,20300101,201160.045636579,444426.564326186
766,홈플러스(주) 익스프레스 서울논현역점,20160129,20190817,201658.76521908,445341.749545748
767,매일종합상가,20110802,20201104,201024.481364815,445492.334204608
768,진흥종합상가,19800121,20200924,201952.309841677,443904.461723691
769,홈플러스익스프레스 방배점,20140929,20190430,198709.207041029,442599.234175666
770,삐에로쇼핑 강남논현점,20180803,20300101,201994.292033914,445091.876704064
771,(주)재능스스로마트,19970902,20121220,204254.782968629,442744.847670936
772,홈플러스익스프레스 도곡2점,20091109,20300101,203764.786572817,442286.229201457
773,신사상가,19760807,20300101,202440.338882233,447782.51322707
774,청담삼익시장,19800519,20300101,205034.15838707,446675.932361885
775,그랑프리,19850206,20300101,204992.451561361,443183.576115254
776,청실종합상가,19790416,20300101,205154.638096613,443439.981644506
777,대치종합상가,19840525,20300101,205558.159926896,444312.078934352
778,대치1단지상가,19940615,20300101,206581.787067095,443555.991242524
779,대치2단지상가,19940615,20300101,206581.787067095,443555.991242524
780,도심공항몰(CALT MALL),20141125,20300101,205170.959716696,445264.936337181
781,점프밀라노,20151211,20300101,202296.99602809,444335.013666084
782,노브랜드 삼성점,20161229,20300101,204447.069004407,446008.542809355
783,파르나스몰(PARNAS MALL),19881019,20300101,205314.159889285,445204.709309676
784,코엑스 호텔아케이드,20000501,20300101,205130.591678902,445590.096837802
785,코엑스 몰,20000503,20300101,205340.631121567,445354.571117445
786,금강상가,20030128,20300101,202485.226490575,447521.520319158
787,남서울종합시장,19880513,20300101,205209.747122636,443490.817333221
788,(주)이마트 역삼점,20061024,20300101,204213.643236507,444113.028210915
789,논현웰스톤상가,20090930,20300101,203292.307005445,446247.511537864
790,아카데미프라자,20050829,20300101,204538.144891563,442942.853505354
791,삼성동 신도브래뉴 주상복합 상가,20101230,20300101,204652.111034177,445353.174360925
792,SSG Food Market 백화점,20110412,20300101,203789.588128352,446796.128299612
793,영동전통시장,20110623,20300101,202023.395227792,445302.915908145
794,동화상가(주),20130215,20300101,202010.0103397,445368.131754546
795,홈플러스익스프레스 학동역점,20130604,20300101,202599.512133865,445700.273918744
796,신원아침도시마인상가,20140325,20300101,204391.425431,447439.752421
797,롯데슈퍼 역삼2동점,20111124,20300101,203641.076839094,443854.896864211
798,역삼서해더블루,20131204,20220819,203389.562748068,443422.779316247
799,롯데슈퍼 역삼1동점,20111202,20300101,202957.286742981,443437.682541522
800,롯데슈퍼 논현점,20120119,20300101,203322.585990371,445590.72903471
801,밀구루 삼성점,20120702,20300101,203675.905036013,445926.119732235
802,롯데슈퍼 코엑스점,20120702,20300101,205359.898726792,445864.805913342
803,롯데슈퍼 도곡점,20120702,20300101,204254.782968629,442744.847670936
804,(주)지에스리테일 GS슈퍼 강남 논현점,20140916,20300101,202023.395227792,445302.915908145
805,한보종합상가,19840208,20300101,205886.286776047,443467.611815598
806,한솔필리아,19961115,20300101,204213.643236507,444113.028210915
807,강남시장,19741110,20300101,201757.494098748,446282.45446652
808,논현종합시장,19790117,20300101,203005.088001821,445311.309960952
809,두산아케이드,19870202,20300101,203050.783890109,446316.514036122
810,수서1-2단지상가,19940615,20300101,207748.487100942,443240.945026406
811,(주)현대백화점 본점,19851130,20300101,202358.505687227,447232.955697694
812,현대백화점 무역센터점,19881010,20300101,205210.358779172,445154.42225208
